disease_target_phase,primary_use_case,assay_aim,assay_target,target_analyte,drug_resistance_target,other_drug_resistance_target,validated_sample_types,other_validated_sample_type,submission_id,submission_title,manufacturer,country,region,stage_of_development,regulatory_status,other_regulatory_status,target_pathogen,planned_market_entry,type_of_technology,technology_principle,test_format,instrument_requirement,lab_vs_poc,readout_technology,resistance_marker,other_test_format,level_of_automation,self_testing_self_collection,time_to_results_excl_prep,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,target_patient_group,type_data_source,study_type,performance_submission_title,sensitivity,sensitivity_ci_low,sensitivity_ci_up,specificity,specificity_ci_low,specificity_ci_up,total_number_samples,sample_type,number_positive_samples,number_negative_samples,city,permalink,country_tmp,city2,lat,lng,who_technology_class,who_pipe
Latent,Triage/Screening,Tuberculosis,Antigen,Private,Not applicable,NA,Whole Blood,Blood stimulation tubes,a2r69000007lbEx,LIOFeron TB/LTBI IGRA; HUMAN IFN-g ELISA KIT,LIONEX Diagnostics & Therapeutics GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,Private,Chemiluminescent Immunoassay (CLIA),Standard lab instrumentation is required,Lab-based,Colorimetric,Private,NA,Manual,Intended for professional use only,1440,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Braunschweig,https://lionex.de,Germany,"Braunschweig, Germany",52.26415253,10.52642345,Not applicable,Pipe
Latent,Triage/Screening,Tuberculosis,Antigen,Private,Not applicable,NA,Whole Blood,heprin,a2r69000007lb8v,AdvanSure TB-IGRA ELISA,LG Chem Life Sciences Company,United States,Region of the Americas,Research Use Only (RUO),None,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,Private,Chemiluminescent Immunoassay (CLIA),Standard lab instrumentation is required,Lab-based,Colorimetric,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Cambridge,https://innovation.lgchem.com,United States,"Cambridge, United States",42.36524963,-71.10501862,Not applicable,Pipe
Active,"Monitoring (treatment, immune status, patient)",Tuberculosis,RNA,Private,Not applicable,NA,Sputum,NA,a2r69000007lb8s,TB-MBLA,LifeArc,United Kingdom,European Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,2023,Molecular,Private,NAT reagent kit (open source),Standard lab instrumentation is required,Lab-based,Fluorescence,Private,NA,Manual,Intended for professional use only,300,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,London,https://lifearc.org,United Kingdom,"London, United Kingdom",51.50682449,-0.12611847,Not applicable,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,Private,Isoniazid; Rifampicin,NA,Sputum,NA,a2r69000007lbF7,Genechip MDR kit,CapitalBio Technology,China,Western Pacific Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,Lab-based,Fluorescence,Private,microarray chip based,Unknown,Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Beijing,https://capitalbiotech.com/en/index.html,China,"Beijing, China",39.9078064,116.39758301,Not applicable,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,Private,Ethambutol; Fluoroquinolone; Isoniazid; Rifampicin; Streptomycin,NA,Sputum,NA,a2r69000007lbEp,Mycobacterium Tuberculosis and Drug Resistance Gene Rapid NAT Test Kit,"Bao Ruiyuan Biotech(Beijing) Co.,ltd.",China,Western Pacific Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,60,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Beijing,https://abiores.com,China,"Beijing, China",39.9078064,116.39758301,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,MTB IS6110,NA,NA,Sputum,NA,a2r69000009kS4Z,FluoroType MTB VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,NA,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,Yes,Active TB,Systematic review + Meta-analysis,Independent,TB detection from sputum,92.1,87.6,93.3,98.9,64,99.9,2660,Sputum,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB rpoB gene,Isoniazid; Rifampicin,NA,Sputum,NA,a2r69000009kS4e,FluoroType MTBDR VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,inhA promoter; katG; rpoB,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,Yes,Active TB,Systematic review + Meta-analysis,Independent,TB detection from sputum,NA,91,96,100,97,100,782,Sputum,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB rpoB gene,Isoniazid; Rifampicin,NA,Sputum,NA,a2r69000009kS4e,FluoroType MTBDR VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,inhA promoter; katG; rpoB,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,Yes,Active TB,Systematic review + Meta-analysis,Independent,RIF detection from sputum & culture isolates,NA,97,99,100,85,100,231,Sputum; Sputum Culture,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB rpoB gene,Isoniazid; Rifampicin,NA,Sputum,NA,a2r69000009kS4e,FluoroType MTBDR VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,inhA promoter; katG; rpoB,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,Yes,Active TB,Systematic review + Meta-analysis,Independent,INH detection from sputum & culture isolates,NA,70,92,100,84,100,207,Sputum; Sputum Culture,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB IS1081; MTB IS6110,Rifampicin,NA,Bronchoalveolar lavage; Sputum; Other,Sputum Sediment,a2r69000007lb95,Xpert MTB/RIF Ultra,Cepheid,United States,Region of the Americas,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended; Israel Ministry of Health,Mycobacterium Tuberculosis,Already on the market (commercialized),Molecular,qPCR,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,rpoB,NA,Automated (excluding sample preparation),Intended for professional use only,60,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunnyvale,https://cepheid.com,United States,"Sunnyvale, United States",37.3736763,-122.03657532,Low complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB rpoB gene,Isoniazid; Rifampicin,NA,Sputum; Sputum Culture,liquid Sputum Culture from Mgit,a2r69000007lbEu,FluoroType MTBDR VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,NA,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,inhA promoter; katG; rpoB,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis,Antigen,Private,Not applicable,NA,Urine,NA,a2rVj0000000N33,Ultrasensitive lateral-flow assay platform for TB LAM test,Auragent Bioscience LLC,United States,Region of the Americas,Early Stage Development (partial prototype),NA,NA,Mycobacterium Tuberculosis,Unknown,Immunoassay,Private,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,True Point of Care,Fluorescence,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Overland,https://auragentbio.com,United States,"Overland, United States",38.69413376,-90.36322021,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,Private,NA,NA,Other,Tongue swab,a2r6900000859rG,Pluslife MTB Card,"Guangzhou Pluslife Biotech Co., ltd.",China,Western Pacific Region,Late Stage Development (fully functional prototype),NA,NA,Mycobacterium Tuberculosis,Unspecified Market Entry,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Fully automated (including sample preparation),Intended for professional use only,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guangzhou,https://pluslife.com,China,"Guangzhou, China",23.12907982,113.26435852,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,Private,Not applicable,NA,Other,Tongue swab,a2r6900000859rL,Co-Dx PCR Mycobacterium Tuberculosis Test Kit,Co-Diagnostics Inc.,United States,Region of the Americas,Late Stage Development (fully functional prototype),NA,NA,Mycobacterium Tuberculosis Complex Species,Unspecified Market Entry,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salt Lake City,https://Co-dx.com,United States,"Salt Lake City, United States",40.75847626,-111.88814545,Low complexity,Pipe
Active,Triage/Screening,Tuberculosis,DNA,Private,Not applicable,NA,Other,Tongue swab,a2r6900000859tM,LEGIO TB,Gemina Laboratories,Canada,Region of the Americas,Early Stage Development (partial prototype),NA,NA,Mycobacterium Tuberculosis Complex Species,2024,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,NA,Private,NA,NA,Intended for professional use only,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burnaby,NA,Canada,"Burnaby, Canada",49.24377441,-122.98169708,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,MTB IS6110,NA,NA,Sputum,NA,a2r69000009kS45,FluoroType MTB VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,NA,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis,Antigen,Private,Not applicable,NA,Urine,NA,a2r69000009kSiA,High sensitive LAM,Abbott Rapid Diagnostics,Germany,European Region,Late Stage Development (fully functional prototype),NA,NA,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Unspecified Market Entry,Immunoassay,Private,Rapid diagnostic test (strip or cassette),No instrumentation is required,True Point of Care,Unspecified,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groß-Rohrheim,https://globalpointofcare.abbott/en/index.html,Germany,"Groß-Rohrheim, Germany",49.71524811,8.47291756,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,Antigen,Private,Not applicable,NA,Urine,NA,a2r69000009kSec,TB LAM urine LFA,Biopromic AB,Sweden,European Region,Late Stage Development (fully functional prototype),NA,NA,Mycobacterium Tuberculosis,Unspecified Market Entry,Immunoassay,Private,Rapid diagnostic test (strip or cassette),No instrumentation is required,True Point of Care,Colorimetric,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solna,https://biopromic.com,Sweden,"Solna, Sweden",59.36136627,18.00136948,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,Antigen,Private,Not applicable,NA,Urine,NA,a2r69000009kSeX,Fujifilm SILVAMP TB LAM,FUJIFILM Corporation,Japan,Western Pacific Region,Validation,NA,NA,Mycobacterium Tuberculosis,Unspecified Market Entry,Immunoassay,Private,Rapid diagnostic test (strip or cassette),No instrumentation is required,True Point of Care,Colorimetric,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kanagawa,https://fujifilm.com,Japan,"Kanagawa, Japan",35.4175415,139.33943176,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,Private,Isoniazid; Rifampicin,NA,Sputum,NA,a2r69000009kSdZ,mfloDx MDR-TB kit,EMPE Diagnostics,Sweden,European Region,Regulatory Status Unknown,None,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Molecular,Private,Rapid diagnostic test (strip or cassette),Standard lab instrumentation is required,near Point of Care,Colorimetric,Private,NA,Manual,Intended for professional use only,180,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solna,https://empediagnostics.com,Sweden,"Solna, Sweden",59.36136627,18.00136948,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,Private,Not applicable,NA,Purified DNA,Sputum or EPTB specimen,a2r69000009kShb,Truenat Ultima,Molbio Diagnostics Pvt. Ltd.,India,South-East Asian Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,chip based,Automated (excluding sample preparation),Intended for professional use only,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verna Industrial Estate, Verna,",https://molbiodiagnostics.com,India,"Verna Industrial Estate, Verna,, India",15.34916973,73.93138885,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,Antigen,Private,Not applicable,NA,Urine,NA,a2r69000009kShW,AIMLAM,"Leide Biosciences Co. , Ltd.",China,Western Pacific Region,Regulatory Status Unknown,NA,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,Private,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guang zhou,https://leidebio.com,China,"Guang zhou, China",23.12907982,113.26435852,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,Private,Rifampicin,NA,Sputum,NA,a2r69000009kSiF,MultNAT MTB/RIF,Ustar Biotechnologies (Hangzhou) Ltd.,China,Western Pacific Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Unspecified Market Entry,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hangzhou,https://en.bioustar.com,China,"Hangzhou, China",30.24592018,120.21079254,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,Private,Not applicable,NA,Other,Tongue swab,a2r69000009kSiB,PortNAT MTB,Ustar Biotechnologies (Hangzhou) Ltd.,China,Western Pacific Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Unspecified Market Entry,Molecular,Private,Cartridge-based processing,No instrumentation is required,True Point of Care,Unspecified,Private,NA,Manual,Intended for professional use only,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hangzhou,https://en.bioustar.com,China,"Hangzhou, China",30.24592018,120.21079254,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,Private,Not applicable,NA,Bronchoalveolar lavage; Sputum; Urine,NA,a2r69000009kSi0,EasyNAT MTC,Ustar Biotechnologies (Hangzhou) Ltd.,China,Western Pacific Region,Regulatory Achieved,Brazil ANVISA; CE-IVDR,NA,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,65,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hangzhou,https://en.bioustar.com,China,"Hangzhou, China",30.24592018,120.21079254,Low complexity,Pipe
