disease_target,manufacturer,submission_id,submission_title,country,region,type_of_technology,stage_of_development,regulatory_status,target_pathogen,serovar_subtype,assay_target,target_analyte,test_format,lab_vs_poc,validated_sample_types,city,instrument_name,test_to_be_listed_on_finds_web_page,permalink,country_tmp,city2,lat,lng
Cholera; Gastroenteritis; Salmonellosis (Non-Typhoidal),AusDiagnostics,a2r69000007lbdD,Faecal Pathogens A 16-WELL (Ref 25031),Australia,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Aeromonas spp; Campylobacter coli; Campylobacter jejuni; Cryptosporidium hominis; Cryptosporidium parvum; Entamoeba histolytica; Escherichia coli; Giardia lamblia; Other; Salmonella spp.; Shigella spp; Vibrio cholerae; Vibrio parahaemolyticus; Yersinia enterocolitica,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Mascot,NA,Yes,https://ausdiagnostics.com,Australia,"Mascot, Australia",-33.93180084,151.19290161
Mpox,"Autobio Diagnostics Co., Ltd",a2r69000007lbou,Anti-Monkeypox Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,Antibody (serological),MPX IgG; MPX IgM,Rapid diagnostic test (strip or cassette),near Point of Care,Plasma; Serum; Whole Blood,Zhengzhou,NA,Yes,https://en.autobio.com.cn,China,"Zhengzhou, China",34.74718857,113.62535095
Mpox,"Autobio Diagnostics Co., Ltd",a2r69000007lbov,Monkeypox Ag Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,Antigen,Unknown,Rapid diagnostic test (strip or cassette),near Point of Care,Lesion fluid,Zhengzhou,NA,Yes,https://en.autobio.com.cn,China,"Zhengzhou, China",34.74718857,113.62535095
Mpox,"Autobio Diagnostics Co., Ltd",a2r69000007lbsO,AutoMolec Monkeypox,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,MPX F3L gene,NAT reagent kit (proprietary platform),Lab-based,Lesion crusts; Lesion fluid; Lesion roof; Purified DNA; Serum,Zhengzhou,AutoMolec 3000,Yes,https://en.autobio.com.cn,China,"Zhengzhou, China",34.74718857,113.62535095
Mpox,"Autobio Diagnostics Co., Ltd",a2r69000007lbsO,AutoMolec Monkeypox,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,MPX F3L gene,NAT reagent kit (proprietary platform),Lab-based,Lesion crusts; Lesion fluid; Lesion roof; Purified DNA; Serum,Zhengzhou,AutoMolec 1600,Yes,https://en.autobio.com.cn,China,"Zhengzhou, China",34.74718857,113.62535095
Mpox,"Beijing Applied Biological Technologies Co., Ltd.",a2r69000007lbKX,Applied Biological Technologies Real-time PCR Detection kit for Monkeypox virus,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Lesion crusts; Lesion fluid; Lesion roof; Nasal swab; Oropharyngeal swab; Saliva; Urine; Whole Blood,beijing,NA,Yes,https://x-abt.com,China,"beijing, China",39.9078064,116.39758301
Mpox,Beijing Bohui Innovation Biotechnology,a2r69000007lbKY,Bohui monkeypox virus nucleic acid detection kit,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Beijing,NA,Yes,https://bohui-tech.com,China,"Beijing, China",39.9078064,116.39758301
Mpox,"Beijing Hotgen Biotech Co., Ltd",a2r69000007lbld,Monkeypox Virus Antigen Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,Antigen,MPX Antigen,Rapid diagnostic test (strip or cassette),True Point of Care,Lesion crusts; Lesion fluid; Oropharyngeal swab; Plasma; Saliva; Serum; Whole Blood,Beijing,NA,Yes,https://hotgen.com.cn,China,"Beijing, China",39.9078064,116.39758301
Mpox,"Beijing Hotgen Biotech Co., Ltd",a2r69000007lbJJ,monkeypox virus nucleic acid detection kits,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Beijing,NA,Yes,https://hotgen.com.cn,China,"Beijing, China",39.9078064,116.39758301
Mpox,"Beijing Hotgen Biotech Co., Ltd",a2r69000007lbJL,Monkeypox Virus Real-time PCR kit,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Other,NAT reagent kit (open source),Lab-based,Lesion crusts; Lesion fluid; Oropharyngeal swab; Plasma; Saliva; Serum,Beijing,NA,Yes,https://hotgen.com.cn,China,"Beijing, China",39.9078064,116.39758301
Mpox,"Beijing Lepu Medical Technology Co., ltd.",a2r69000007lbJV,monkeypox virus nucleic acid detection kits,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Beijing,NA,Yes,https://lepumedical.com,China,"Beijing, China",39.9078064,116.39758301
Mpox,"Beijing Zhongjian Antai Diagnostic Technology Co.,Ltd.",a2r69000007lbKL,Antai monkeypox virus nucleic acid detection kit,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Beijing,NA,Yes,https://bjzjat.com,China,"Beijing, China",39.9078064,116.39758301
Mpox,BGI Health (HK) Co.Ltd,a2r69000007lbAd,Monkeypox Virus Nucleic Acid Detection KitFluorescent PCR,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,MPX B7R gene; MPX F3L gene,NAT reagent kit (open source),Lab-based,Lesion fluid; Nasopharyngeal swab; Oropharyngeal swab; Serum; Other,Hong Kong,NA,Yes,https://bgi.com,China,"Hong Kong, China",22.42118263,114.16609955
Ebola virus disease; Marburg virus disease,Bioactiva diagnostica GmbH ,a2r69000007lbTG,"Ebola Zaire/Ebola Sudan, Marburg virus RTPCR Kit",Germany,European Region,Molecular,Regulatory Achieved,CE-IVDD,Ebola virus; Marburg virus,Sudan ebolavirus; Zaire ebolavirus,RNA,Unknown,NAT reagent kit (open source),Lab-based,Purified RNA,Bad Homburg vor der Höhe,NA,Yes,https://bioactiva.com,Germany,"Bad Homburg vor der Höhe, Germany",50.22715378,8.61606026
Mpox,"Bioantibody Biotechnology Co., Ltd.",a2r69000007lbPB,Monkeypox Virus Antigen Rapid Test Kit (Lateral Chromatography),China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,Antigen,MPX Antigen,Rapid diagnostic test (strip or cassette),near Point of Care,Lesion crusts; Lesion fluid; Lesion roof; Serum,Nanjing,NA,Yes,https://bioantibody.net,China,"Nanjing, China",32.05852509,118.7964859
Mpox,"Bioantibody Biotechnology Co., Ltd.",a2r69000007lbKa,Bioantibody monkeypox virus nucleic acid detection kit,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Nanjing,NA,Yes,https://bioantibody.net,China,"Nanjing, China",32.05852509,118.7964859
Mpox,"Bioantibody Biotechnology Co., Ltd.",a2r69000007lbv2,Monkeypox Virus Real Time PCR Kit,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,MPX F3L gene,NAT reagent kit (open source),Lab-based,Lesion fluid; Serum,Nanjing,NA,Yes,https://bioantibody.net,China,"Nanjing, China",32.05852509,118.7964859
Mpox,"Bioantibody Biotechnology Co., Ltd.",a2r69000007lbhu,Monkeypox Virus IgM/IgG Antibody Rapid Test Kit (Lateral Chromatography),China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,Antibody (serological),MPX IgG; MPX IgM,Rapid diagnostic test (strip or cassette),near Point of Care,Plasma; Serum; Whole Blood,Nanjing,NA,Yes,https://bioantibody.net,China,"Nanjing, China",32.05852509,118.7964859
Enteric fever; Paratyphoid fever; Typhoid fever,Biocan Diagnostics Inc,a2r69000007lbco,S.Typhi/Para Typhi ABC (Typhoid) Antigen Rapid Test,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella Paratyphi; Salmonella Typhi,S.paratyphi A; S.paratyphi B; S.paratyphi C,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Stool,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Enteric fever; Typhoid fever,Biocan Diagnostics Inc,a2r69000007lbcn,S.Typhi IgG/IgM Ab (Typhoid) Rapid Test,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella IgG; Anti-Salmonella IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Ebola virus disease,Biocan Diagnostics Inc,a2r69000007lbu3,Ebola Virus IgG/IgM Ab Rapid Test,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Ebola virus,Bundibugyo ebolavirus; Sudan ebolavirus; Zaire ebolavirus,Antibody (serological),Anti-EBOV IgG; Anti-EBOV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Dengue; Zika virus disease,Biocan Diagnostics Inc,a2r69000007lbcd,Dengue IgG/IgM Ab & Zika IgG/IgM Ab Test,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus; Zika virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM; Anti-ZikV IgG; Anti-ZIKV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Chikungunya; Dengue,Biocan Diagnostics Inc,a2r69000007lbdc,Dengue IgG/IgM Ab NS1 Ag & Chikungunya IgG/IgM,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Chikungunya virus; Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-CHIKV IgG; Anti-CHIKV IgM; Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Dengue,Biocan Diagnostics Inc,a2r69000007lbda,Dengue IgA/IgM/IgG Antibody(Triplex),Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgA; Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Dengue,Biocan Diagnostics Inc,a2r69000007lbdm,Dengue IgA/IgM/IgG Antibody& NS1 Antigen (Fourplex),Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgA; Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Dengue; Zika virus disease,Biocan Diagnostics Inc,a2r69000007lbdl,Dengue IgG/IgM Ab NS1 Ag & Zika IgG/IgM Ab Test,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus; Zika virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; Anti-ZikV IgG; Anti-ZIKV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Chikungunya; Dengue,Biocan Diagnostics Inc,a2r69000007lbdo,Dengue IgG/IgM Ab & Chikungunya IgG/IgM Ab Test,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Chikungunya virus; Dengue virus,Unspecified,Antibody (serological),Anti-CHIKV IgG; Anti-CHIKV IgM; Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Chikungunya; Dengue; Zika virus disease,Biocan Diagnostics Inc,a2r69000007lbdn,"Dengue IgG/IgM Ab NS1 Ag, Chikungunya IgG/IgM Ab & Zika IgG/IgM Ab Test",Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Chikungunya virus; Dengue virus; Zika virus,Unspecified,Antibody (serological) + Antigen,Anti-CHIKV IgG; Anti-CHIKV IgM; Anti-DENV IgG; Anti-DENV IgM; Anti-ZikV IgG; Anti-ZIKV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Dengue,Biocan Diagnostics Inc,a2r69000007lbck,Dengue IgG/IgM Antibody& NS 1 Antigen,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Dengue,Biocan Diagnostics Inc,a2r69000007lbcj,Dengue IgG/IgM Antibody,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Enteric fever; Paratyphoid fever; Typhoid fever,Biocan Diagnostics Inc,a2r69000007lbcm,S.Typhi IgG/IgM Ab & S.Typhi/Para Typhi ABC Ag Combo Rapid Test,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella Paratyphi; Salmonella Typhi,S.paratyphi A; S.paratyphi B; S.paratyphi C,Antibody (serological) + Antigen,Anti-Salmonella IgG; Anti-Salmonella IgM; Salmonella antigen A; Salmonella antigen B; Salmonella antigen O,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Stool; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Dengue,Biocan Diagnostics Inc,a2r69000007lbcl,Dengue NS1 Antigen,Canada,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Coquitlam,NA,Yes,https://rapidtest.ca,Canada,"Coquitlam, Canada",49.28505325,-122.79459381
Mpox,"BioDetect (Xiamen) Biotechnology Co., Ltd.",a2r69000007lbTJ,Monkeypox Virus Molecular Diagnostic Kit (Fluorescent PCR Test) (Lyophilized),China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,MPX F3L gene,NAT reagent kit (open source),Lab-based,Lesion fluid,Xiamen,NA,Yes,https://biodetect.cn,China,"Xiamen, China",24.47950935,118.08947754
Cholera; Gastroenteritis; Salmonellosis (Non-Typhoidal),Bioeksen R&D Technologies Ltd.,a2r69000007lbcp,Bio-Speedy Gastroenteritis RT-qPCR MX-24S Panel,Turkey,European Region,Molecular,Regulatory Achieved,CE-IVDD,Adenovirus; Astrovirus; Campylobacter spp; Cryptosporidium spp; Entamoeba histolytica; Escherichia coli; Giardia lamblia; Norovirus; Other; Rotavirus; Salmonella spp.; Sapovirus; Vibrio cholerae; Vibrio parahaemolyticus; Yersinia enterocolitica,Unspecified,RNA + DNA,Unknown,NAT reagent kit (open source),Lab-based,Rectal swab; Stool,NA,NA,Yes,https://bioeksen.com.tr,Turkey,Turkey,38.98909378,35.43323135
Chikungunya; Dengue; Malaria,"BioFire Defense, llc",a2r69000007lbce,BioFire Global Fever Panel,United States,Region of the Americas,Molecular,Regulatory Achieved,US FDA 510k; US FDA De Novo,Chikungunya virus; Dengue virus; Plasmodium Species,DENV-1; DENV-2; DENV-3; DENV-4; Unspecified,RNA + DNA,Unknown,Cartridge-based processing,Lab-based,Whole Blood,Salt Lake City,BioFire FilmArray 2.0 System,Yes,https://biofiredefense.com,United States,"Salt Lake City, United States",40.75847626,-111.88814545
Chikungunya; Dengue; Malaria,"BioFire Defense, llc",a2r69000007lbce,BioFire Global Fever Panel,United States,Region of the Americas,Molecular,Regulatory Achieved,US FDA 510k; US FDA De Novo,Chikungunya virus; Dengue virus; Plasmodium Species,DENV-1; DENV-2; DENV-3; DENV-4; Unspecified,RNA + DNA,Unknown,Cartridge-based processing,Lab-based,Whole Blood,Salt Lake City,NA,Yes,https://biofiredefense.com,United States,"Salt Lake City, United States",40.75847626,-111.88814545
Chikungunya; Dengue; Malaria,"BioFire Defense, llc",a2r69000007lbce,BioFire Global Fever Panel,United States,Region of the Americas,Molecular,Regulatory Achieved,US FDA 510k; US FDA De Novo,Chikungunya virus; Dengue virus; Plasmodium Species,DENV-1; DENV-2; DENV-3; DENV-4; Unspecified,RNA + DNA,Unknown,Cartridge-based processing,Lab-based,Whole Blood,Salt Lake City,BioFire FilmArray System EZ Configuration,Yes,https://biofiredefense.com,United States,"Salt Lake City, United States",40.75847626,-111.88814545
Ebola virus disease,"BioFire Defense, llc",a2r69000007lbu5,FilmArray BioThreat-E Test,United States,Region of the Americas,Molecular,Regulatory Achieved,US FDA EUA; WHO EUL,Ebola virus,Zaire ebolavirus,RNA,EBOV L gene,Cartridge-based processing,Lab-based,Urine; Whole Blood,Salt Lake City,BioFire FilmArray 2.0 System,Yes,https://biofiredefense.com,United States,"Salt Lake City, United States",40.75847626,-111.88814545
Ebola virus disease,"BioFire Defense, llc",a2r69000007lbu5,FilmArray BioThreat-E Test,United States,Region of the Americas,Molecular,Regulatory Achieved,US FDA EUA; WHO EUL,Ebola virus,Zaire ebolavirus,RNA,EBOV L gene,Cartridge-based processing,Lab-based,Urine; Whole Blood,Salt Lake City,NA,Yes,https://biofiredefense.com,United States,"Salt Lake City, United States",40.75847626,-111.88814545
Ebola virus disease,"BioFire Defense, llc",a2r69000007lbu5,FilmArray BioThreat-E Test,United States,Region of the Americas,Molecular,Regulatory Achieved,US FDA EUA; WHO EUL,Ebola virus,Zaire ebolavirus,RNA,EBOV L gene,Cartridge-based processing,Lab-based,Urine; Whole Blood,Salt Lake City,BioFire FilmArray System EZ Configuration,Yes,https://biofiredefense.com,United States,"Salt Lake City, United States",40.75847626,-111.88814545
Dengue,bioMérieux (Shanghai) Co. ltd.,a2r69000007lbd1,VIDAS Anti-Dengue IgG,China,Western Pacific Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG,Other,Lab-based,Serum,Shanghai,Vidas analyser,Yes,https://biomerieux.com,China,"Shanghai, China",31.23036957,121.47370148
Dengue,bioMérieux (Shanghai) Co. ltd.,a2r69000007lbd2,VIDAS Anti-Dengue IgM,China,Western Pacific Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgM,Other,Lab-based,Serum,Shanghai,Vidas analyser,Yes,https://biomerieux.com,China,"Shanghai, China",31.23036957,121.47370148
Dengue,bioMérieux (Shanghai) Co. ltd.,a2r69000007lbd1,VIDAS Anti-Dengue IgG,China,Western Pacific Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG,Other,Lab-based,Serum,Shanghai,Vidas 3 analyser,Yes,https://biomerieux.com,China,"Shanghai, China",31.23036957,121.47370148
Dengue,bioMérieux (Shanghai) Co. ltd.,a2r69000007lbdH,VIDAS Dengue NS1 Ag,China,Western Pacific Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Other,Lab-based,Serum,Shanghai,Vidas analyser,Yes,https://biomerieux.com,China,"Shanghai, China",31.23036957,121.47370148
Dengue,bioMérieux (Shanghai) Co. ltd.,a2r69000007lbd2,VIDAS Anti-Dengue IgM,China,Western Pacific Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgM,Other,Lab-based,Serum,Shanghai,Vidas 3 analyser,Yes,https://biomerieux.com,China,"Shanghai, China",31.23036957,121.47370148
Dengue,bioMérieux (Shanghai) Co. ltd.,a2r69000007lbdH,VIDAS Dengue NS1 Ag,China,Western Pacific Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Other,Lab-based,Serum,Shanghai,Vidas 3 analyser,Yes,https://biomerieux.com,China,"Shanghai, China",31.23036957,121.47370148
Chikungunya; Dengue; Zika virus disease,Bioneer Corporation,a2r69000007lbdI,"Accupower ZIKV (DENV, CHIKV) Multiplex Real-Time RT-PCR Kit","Korea, Republic of",Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Chikungunya virus; Dengue virus; Zika virus,Unspecified,RNA,Unknown,NAT reagent kit (proprietary platform),Lab-based,Plasma; Serum,Daejeon,NA,Yes,https://bioneer.com,South Korea,"Daejeon, Korea, Republic of",36.34912872,127.38493346999999
