date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng
25.05.2023,VIDIA spol. s r.o.,a2r69000007laNt,Rapid-VIDITEST Yersinia enterocolitica O:3 Card,Czech Republic,European Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Gastro-intestinal Infections,NA,https://vidia.cz,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Yersinia enterocolitica,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Stool,NA,15,NA,Yes,Czech Republic,Czech Republic,49.73923874,15.3317976
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOU,CerTest E. coli O157:H7 one step card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Colony/plate; Stool,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
25.05.2023,Abingdon Health,a2r69000007laNv,Abingdon Simply Test – Ulcer (H. Pylori),United Kingdom,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://abingdonhealth.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Helicobacter pylori,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Stool,NA,NA,Sand Hutton,Yes,United Kingdom,"Sand Hutton, United Kingdom",54.0163002,-0.94080669
25.05.2023,Acro Biotech Inc.,a2r69000007laP6,Trichomonas Vaginalis Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Parasite,Trichomonas vaginalis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOX,CerTest EHEC VT1+VT2 one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Colony/plate; Stool,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
25.05.2023,Acro Biotech Inc.,a2r69000007laP8,Chlamydia Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Urine; Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOW,CerTest Clostridium difficile Toxin A+B one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Stool,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
25.05.2023,Acro Biotech Inc.,a2r69000007laP7,Gonorrhea Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Neisseria gonorrhoeae,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Urine; Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOZ,CerTest Clostridium difficile GDH+Toxin A+B one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Stool,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
25.05.2023,LumiQuick Diagnostics Inc.,a2r69000007laPA,Lumiquick Chlamydia Test Card,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://lumiquick.co,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Unknown,NA,NA,Santa Clara,Yes,United States,"Santa Clara, United States",37.3523941,-121.95307922
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOY,CerTest H. pylori + Transferrin combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),"Monitoring (treatment, immune status, patient); Diagnostic/confirmatory test",Identification,Unspecified,Antigen,Bacteria (Gram-),Helicobacter pylori,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Stool,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
25.05.2023,Acro Biotech Inc.,a2r69000007laP9,Gonorrhea and Chlamydia Combo Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis; Neisseria gonorrhoeae,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOb,CerTest Clostridium difficile GDH+Toxin A+B+Lactoferrin one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Stool,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
25.05.2023,Human Gesellschaft für Biochemica und Diagnostica mbH,a2r69000007laPC,Hexagon Chlamydia,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Sexually Transmitted Infections,NA,https://human.de,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Urethral swab,NA,30,Wiesbaden,Yes,Germany,"Wiesbaden, Germany",50.08405685,8.23980045
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOa,CerTest E. coli O157+VT1+VT2 one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Colony/plate; Stool,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
25.05.2023,Cypress Diagnostics,a2r69000007laPB,Cypress Diagnostics Chlamydia Test,Belgium,European Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://diagnostics.be,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Endocervical swab; Urethral swab,NA,NA,NA,Yes,Belgium,Belgium,50.64095688,4.66128588
25.05.2023,nal von minden GmbH,a2r69000007laOd,NADAL C. difficile GDH Ag test,Germany,European Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Gastro-intestinal Infections,NA,https://nal-vonminden.com,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,near Point of Care,Intended for professional use only,Stool,NA,NA,Moers,Yes,Germany,"Moers, Germany",51.45304871,6.62174511
25.05.2023,Great Basin Scientific,a2r69000007laPE,Bordetella Direct Test,United States,Region of the Americas,Regulatory Achieved,US FDA 510k,Molecular,ID,Upper Respiratory Tract Infections,NA,https://gbscience.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Pertussis,DNA,Bacteria (Gram-),Bordetella pertussis,Unknown,PCR (conventional),Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Cartridge-based processing,NA,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,120,Salt Lake City,Yes,United States,"Salt Lake City, United States",40.75847626,-111.88814545
25.05.2023,"Nanjing Liming Bio-products Co., Ltd.",a2r69000007laOc,H. Pylori Antigen Rapid Test,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://limingbio.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Helicobacter pylori,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,near Point of Care,Intended for professional use only,Stool,NA,15,Nanjing,Yes,China,"Nanjing, China",32.05852509,118.7964859
25.05.2023,"QINGDAO HIGHTOP BIOTECH CO., LTD",a2r69000007laPD,HIGHTOP Chlamydia Trachomatis Antigen Rapid Test,China,Western Pacific Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://hightopqd.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Endocervical swab; Urethral swab,NA,15,Qingdao,Yes,China,"Qingdao, China",36.06811142,120.38226318
25.05.2023,Biozek Medical,a2r69000007laNe,DCR2000 PCT,Netherlands,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://biozek.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,Procalcitonin,Lateral Flow Assay,Fluorescence,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Unknown,NA,NA,Apeldoorn,Yes,Netherlands,"Apeldoorn, Netherlands",52.21632385,5.96462202
25.05.2023,"Assure Tech. (Hangzhou) Co., ltd.",a2r69000007laOF,Assure Tech E. coli O157,China,Western Pacific Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Gastro-intestinal Infections,NA,https://diareagent.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Stool,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254
25.05.2023,Biozek Medical,a2r69000007laNd,DCR2000 CRP,Netherlands,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://biozek.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Fluorescence,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Unknown,NA,NA,Apeldoorn,Yes,Netherlands,"Apeldoorn, Netherlands",52.21632385,5.96462202
25.05.2023,"Assure Tech. (Hangzhou) Co., ltd.",a2r69000007laOE,Assure Tech C. difficile Toxin A/B+GDH Combo,China,Western Pacific Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Gastro-intestinal Infections,NA,https://diareagent.com,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Stool,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254
25.05.2023,Biozek Medical,a2r69000007laNg,DCR2000 IL-6,Netherlands,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://biozek.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,Interleukin-6,Lateral Flow Assay,Fluorescence,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Unknown,NA,NA,Apeldoorn,Yes,Netherlands,"Apeldoorn, Netherlands",52.21632385,5.96462202
