"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Assay: Potential impact (in silico analyses)","Assay: No impact (analytical/clinical studies)","Assay: Impact (analytical/clinical studies)","Assay: No expected impact (in silico analyses)","Assay: S gene dropout","Assay: SARS-CoV-2 variant(s)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name","Instrument: Connectivity Solution","Assay: FIND Website Area"
"a2v69000004gL1N","a2r69000007lc1v","","06.07.2023","China","Hefei","Western Pacific Region","biouhan.com","Biohit Healthcare (Hefei) Co., Ltd.","SARS-CoV-2 Antigen Rapid Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Serum","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL10","a2r69000007lbje","","06.07.2023","Turkey","Istanbul","European Region","bioeksen.com.tr","Bioeksen R&D Technologies Inc.","Bio-Speedy Direct RT-qPCR SARS-CoV-2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","ORF1ab","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL12","a2r69000007lbpe","","06.07.2023","Turkey","Unknown","European Region","BIOESSA.EU","Bioessa","BIOESSA Antigen Rapid Test Cassette (Nasal)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0T","a2r69000007lbsl","","06.07.2023","China","Nanjing","Western Pacific Region","bioantibody.net","Bioantibody Biotechnology Co., Ltd.","SARS-CoV-2 Saliva Antigen Rapid Detection Kit (Latex Chromatography)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0U","a2r69000007lbta","","06.07.2023","China","Nanjing","Western Pacific Region","bioantibody.net","Bioantibody Biotechnology Co., Ltd.","SARS-CoV-2 Antigen Rapid Detection Kit (Latex Chromatography)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0Z","a2r69000007lbFf","","06.07.2023","Canada","Markham","Region of the Americas","biobasic.com","Bio Basic Inc.","SARS-CoV-2 RT-PCR Detection Kit (COVID-19)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab; Sputum","","31.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0Y","a2r69000007lblM","","06.07.2023","China","Unknown","Western Pacific Region","biobase.com","Biobase","SARS-CoV-2 Antigen Test Kit (Colloidal Gold)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0B","a2r69000007lbCX","","06.07.2023","China","Shenzhen","Western Pacific Region","bgi.com","BGI PathoGenesis Pharmaceutical Technology Co.,ltd.","Real-time Fluorescent RT-PCR kit for detecting SARS-CoV-2, Influenza A Virus and","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","ORF1ab; Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab","","100.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0A","a2r69000007lbPK","","06.07.2023","China","Shenzhen","Western Pacific Region","bgi.com","BGI PathoGenesis Pharmaceutical Technology Co.,ltd.","SARS-CoV-2 Virus Antigen Detection Kit (colloidal gold method)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0D","a2r69000007lc1y","","06.07.2023","China","Shenzhen","Western Pacific Region","bgi.com","BGI PathoGenesis Pharmaceutical Technology Co.,ltd.","Multiplex Real-time Fluorescent RT-PCR kit for detecting SARS-CoV-2, Influenza A","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; MHRA UK","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab","","100.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0C","a2r69000007lbCY","","06.07.2023","China","Shenzhen","Western Pacific Region","bgi.com","BGI PathoGenesis Pharmaceutical Technology Co.,ltd.","Rapid Nucleic Acid Detection Kit for 2019-nCoV (PCR fluorescent probe method)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","ORF1ab","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasopharyngeal swab; Oropharyngeal swab; Saliva","","65.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL0E","a2r69000007lbsD","","06.07.2023","China","Shenzhen","Western Pacific Region","bgi.com","BGI PathoGenesis Pharmaceutical Technology Co.,ltd.","Rapid Identification Kit for B.1.1.7 lineage (N501Y and P681H) of SARS-CoV-2 (AR","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","S gene","qPCR","allele refractory mutation system (ARMS)-based quantitative PCR (qPCR)","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Oropharyngeal swab; Sputum","","60.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Alpha","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2vVj000000kAnZ","a2rVj0000004Cgv","","28.03.2024","United States","San Diego","Region of the Americas","cordx.com","CorDx, Inc.","CorDx Tyfast Flu A/B & COVID-19 Multiplex Rapid Test`","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Immunoassay","","InfA N antigen; InfB N antigen; N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","10.00","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2v69000004gKzk","a2r69000007lb7v","","06.07.2023","China","Beijing","Western Pacific Region","tigsun.com","Beijing Tigsun Diagnostics Co.,ltd.","Tigsun COVID-19 Antigen Rapid Test (FIA)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKzj","a2r69000007lbKC","","06.07.2023","China","Beijing","Western Pacific Region","tigsun.com","Beijing Tigsun Diagnostics Co.,ltd.","Tigsun COVID-19 Antigen Saliva Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKzm","a2r69000007lbky","","06.07.2023","China","Beijing","Western Pacific Region","tigsun.com","Beijing Tigsun Diagnostics Co.,ltd.","Tigsun COVID-19 Antigen Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKzo","a2r69000007lc1m","","06.07.2023","China","Beijing","Western Pacific Region","ystwt.cn","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","Wantai SARS-COV-2 Antigen Rapid Test (FIA)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKzq","a2r69000007lbXN","","06.07.2023","China","Beijing","Western Pacific Region","ystwt.cn","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","Wantai SARS-CoV-2 Ab ELISA","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; US FDA EUA; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKzs","a2r69000007lbl0","","06.07.2023","China","Beijing","Western Pacific Region","ystwt.cn","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","Wantai SARS-CoV-2 Antigen Rapid Test (Colloidal gold)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKzu","a2r69000007lbX8","","06.07.2023","China","Beijing","Western Pacific Region","ystwt.cn","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","Wantai SARS-CoV-2 Ag ELISA","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKzt","a2r69000007lbX7","","06.07.2023","China","Beijing","Western Pacific Region","ystwt.cn","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd","Wantai SARS-CoV-2 RT-PCR Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA; WHO EUL","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
