"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Disease Target Phase","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","Performance Detail Submission Number","Assay Target","Study Type","Type of data source","Drug Resistance Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples","Other drug resistance target","Assay: Other Regulatory Approval","Assay: Purpose of submission"
"a2v69000004gKqu","a2r69000007lb94","a266900000B8trS","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/RIF","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; US FDA 510k; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","rpoB","rpoB gene contianing the 81 base pair core region (5 probes); for mutations within the rifampicin-resistance determining region (RRDR)","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","Yes","TB detection from sputum (smear negative)","PD-57900","DNA","Independent","Other","Not applicable","67.00","62.00","72.00","98.00","98.00","99.00","Active TB","Sputum","18962","","","","","Test Directory"
"a2v69000004gKqu","a2r69000007lb94","a266900000B8trT","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/RIF","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; US FDA 510k; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","rpoB","rpoB gene contianing the 81 base pair core region (5 probes); for mutations within the rifampicin-resistance determining region (RRDR)","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","Yes","RIF detection from sputum","PD-57901","DNA","Independent","Other","Rifampicin","96.00","94.00","97.00","98.00","98.00","99.00","Active TB","Sputum","8020","","","","","Test Directory"
"a2v69000004gKqx","a2r69000007lb95","a266900000B8tra","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/RIF Ultra","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS1081; MTB IS6110","qPCR","Melt-curve analysis","Fluorescence","rpoB","RRDR","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","60.00","Yes","Yes","TB detection from sputum","PD-57908","DNA","Independent","Other","","90.00","84.00","94.00","96.00","93.00","97.00","Active TB","Sputum","2654","","","","","Test Directory"
"a2v69000004gKqx","a2r69000007lb95","a266900000C4Gda","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/RIF Ultra","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS1081; MTB IS6110","qPCR","Melt-curve analysis","Fluorescence","rpoB","RRDR","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","60.00","Yes","Yes","RIF detection from sputum","PD-69687","DNA","Independent","Other","Rifampicin","94.90","88.90","97.90","99.10","97.70","99.80","Active TB","Sputum","930","","","","","Test Directory"
"a2v69000004gKqz","a2r69000007lb96","a266900000B8trd","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","INH detection from sputum","PD-57911","DNA","Company-Sponsored","Instructions for Use (IFU)","Isoniazid","95.20","92.90","96.80","95.60","90.10","98.10","Active TB","Sputum","596","464","132","","","Test Directory"
"a2v69000004gKqz","a2r69000007lb96","a266900000B8tre","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","FLQ detection from sputum","PD-57912","DNA","Company-Sponsored","Instructions for Use (IFU)","Fluoroquinolone","94.50","90.70","96.90","95.20","92.50","96.90","Active TB","Sputum","594","226","368","","","Test Directory"
"a2v69000004gKqz","a2r69000007lb96","a266900000B8trf","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","AMK detection from sputum","PD-57913","DNA","Company-Sponsored","Instructions for Use (IFU)","Amikacin","87.70","77.50","93.60","98.50","97.00","99.20","Active TB","Sputum","593","65","528","","","Test Directory"
"a2v69000004gKqz","a2r69000007lb96","a266900000B8trg","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","KAN detection from sputum","PD-57914","DNA","Company-Sponsored","Instructions for Use (IFU)","Kanamycin","93.70","89.00","96.40","92.40","89.40","94.60","Active TB","Sputum","594","195","399","","","Test Directory"
"a2v69000004gKqz","a2r69000007lb96","a266900000B8trh","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","CAP detection from sputum","PD-57915","DNA","Company-Sponsored","Instructions for Use (IFU)","Capreomycin","75.40","64.00","84.00","99.60","98.60","99.90","Active TB","Sputum","595","54","541","","","Test Directory"
"a2v69000004gKqz","a2r69000007lb96","a266900000B8tri","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","ETH detection from sputum","PD-57916","DNA","Company-Sponsored","Instructions for Use (IFU)","Ethionamide","55.00","49.50","60.30","93.80","90.30","96.10","Active TB","Sputum","597","194","403","","","Test Directory"
"a2v69000004gKsB","a2r69000007lbFE","a266900000B8ttY","06.07.2023","Abingdon","United Kingdom","European Region","oxfordimmunotec.com","Oxford Immunotec Limited","T-SPOT.TB","Triage/Screening","ID","Tuberculosis","Latent","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Immunoassay","Antigen","MTB CFP-10; MTB ESAT-6","ELISA/EIA; IGRA","Eli-Spot","Colorimetric","Not applicable","","Not applicable","","Unspecified","","A proprietary/new instrument is optional","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Whole Blood","","","Yes","No","","PD-58030","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKqb","a2r69000007lbLJ","a266900000C4GdB","06.07.2023","Des Plaines","United States","Region of the Americas","abbottmolecular.com/home.html","Abbott Molecular","Abbott RealTime MTB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; MTB pab gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","NALC treated sputum and bronchialalveolar lavages","","Yes","Yes","TB detection from sputum","PD-69681","DNA","Independent","Systematic review + Meta-analysis","","96.20","90.20","98.60","97.10","93.70","98.70","Active TB","Sputum","4858","","","","WHO recommended","Test Directory"
"a2v69000004gKqa","a2r69000007lb6C","a266900000B8tqn","06.07.2023","Des Plaines","United States","Region of the Americas","abbottmolecular.com/home.html","Abbott Molecular","Abbott RealTime MTB RIF/INH","Diagnostic/confirmatory test","AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","inhA promoter; katG; rpoB","RRDR; KatG PR; INH PR","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","NALC treated sputum and bronchialalveolar lavages","","Yes","No","RIF resistance from sputum","PD-57859","DNA","Company-Sponsored","Instructions for Use (IFU)","Rifampicin","94.80","88.30","98.30","100.00","97.00","100.00","Active TB","Sputum","216","91","125","","WHO recommended","Test Directory"
"a2v69000004gKqa","a2r69000007lb6C","a266900000B8tqo","06.07.2023","Des Plaines","United States","Region of the Americas","abbottmolecular.com/home.html","Abbott Molecular","Abbott RealTime MTB RIF/INH","Diagnostic/confirmatory test","AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","inhA promoter; katG; rpoB","RRDR; KatG PR; INH PR","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","NALC treated sputum and bronchialalveolar lavages","","Yes","No","INH resistance from sputum","PD-57860","DNA","Company-Sponsored","Instructions for Use (IFU)","Isoniazid","88.30","80.00","94.00","94.30","88.60","97.70","Active TB","Sputum","217","90","127","","WHO recommended","Test Directory"
