"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: FIND Website Area","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","FIND Evaluation","Study Type","Type of data source","Assay Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples"
"a2v69000004gKpP","a2r69000007lbo7","a266900000BsctS","06.07.2023","Neglected Tropical Diseases","Rotkreuz","Switzerland","European Region","molecular.roche.com","Roche Diagnostics International AG","Elecsys Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgA; Chagas IgG; Chagas IgM","ELISA/EIA","","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","99.45","100.00","99.90","99.83","99.94","","Serum; Plasma","15355","674","14681"
"a2v69000004gLPv","a2r69000007lbnv","a266900000Bscn1","06.07.2023","Neglected Tropical Diseases","Alva","United Kingdom","European Region","omegadiagnostics.com","Omega Diagnostics","Pathozyme Chagas","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","97.06","0.00","0.00","99.34","0.00","0.00","","Serum","845","238","607"
"a2v69000004gLPv","a2r69000007lbnv","a266900000Bscn2","06.07.2023","Neglected Tropical Diseases","Alva","United Kingdom","European Region","omegadiagnostics.com","Omega Diagnostics","Pathozyme Chagas","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","","Yes","No","Caballero Evaluation of serological test 2007","No","Independent","Published scientific article","Antibody (serological)","100.00","94.50","100.00","100.00","97.80","100.00","","","166","53","113"
"a2v69000004gLPz","a2r69000007lboY","a266900000BscnI","06.07.2023","Neglected Tropical Diseases","Zaragoza","Spain","European Region","operon.es","OPERON","Simple Chagas_Stick Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Serum","","10.00","Yes","No","IFU data - Chagas (Eval 4)","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","98.80","0.00","0.00","96.20","0.00","0.00","","Serum","1143","89","1054"
"a2v69000004gLPz","a2r69000007lboY","a266900000BscnJ","06.07.2023","Neglected Tropical Diseases","Zaragoza","Spain","European Region","operon.es","OPERON","Simple Chagas_Stick Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Serum","","10.00","Yes","No","Chavez Comparative study 2009","No","Independent","Published scientific article","Antibody (serological)","92.40","85.20","99.60","97.90","94.60","100.00","","Serum","188","126","62"
"a2v69000004gLPz","a2r69000007lboY","a266900000BscnK","06.07.2023","Neglected Tropical Diseases","Zaragoza","Spain","European Region","operon.es","OPERON","Simple Chagas_Stick Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Serum","","10.00","Yes","No","IFU data - Chagas (Eval 1)","No","Company-Sponsored","","Antibody (serological)","94.50","0.00","0.00","88.90","0.00","0.00","","","265","213","52"
"a2v69000004gLQG","a2r69000007lbnz","a266900000Bsco0","06.07.2023","Neglected Tropical Diseases","Unknown","United States","Region of the Americas","","Ortho Diagnostics & Johson and Jhonson","ORTHO T. cruzi ELISA Test System","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","40.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","98.90","94.20","100.00","99.00","97.60","99.70","","","574","93","481"
"a2v69000004gKpO","a2r69000007lbo7","a266900000Bsctg","06.07.2023","Neglected Tropical Diseases","Rotkreuz","Switzerland","European Region","molecular.roche.com","Roche Diagnostics International AG","Elecsys Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgA; Chagas IgG; Chagas IgM","ELISA/EIA","","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","99.45","100.00","99.90","99.83","99.94","","Serum; Plasma","15355","674","14681"
"a2v69000004gKpN","a2r69000007lbo7","a266900000Bscth","06.07.2023","Neglected Tropical Diseases","Rotkreuz","Switzerland","European Region","molecular.roche.com","Roche Diagnostics International AG","Elecsys Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgA; Chagas IgG; Chagas IgM","ELISA/EIA","","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","99.45","100.00","99.90","99.83","99.94","","Serum; Plasma","15355","674","14681"
"a2v69000004gLD8","a2r69000007lboG","a266900000BscRF","06.07.2023","Neglected Tropical Diseases","Hangzhou","China","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","Chagas Rapid Test Cassette (WB/S/P)","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","92.90","66.10","99.80","98.40","96.00","99.60","","Serum; Plasma; Whole Blood","264","14","250"
"a2v69000004gLD7","a2r69000007lboV","a266900000BscRG","06.07.2023","Neglected Tropical Diseases","Hangzhou","China","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","Chagas Rapid Test Cassette (S/P)","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","92.90","66.10","99.80","99.00","96.40","99.90","","Serum; Plasma","214","14","200"
"a2v69000004gLBa","a2r69000007lbnp","a266900000BscOO","06.07.2023","Neglected Tropical Diseases","San Diego","United States","Region of the Americas","genwaybio.com","GenWay Biotech, Inc.","Chagas (Trypanosoma cruzi) IgG ELISA","","ID","Chagas Disease","Trypanosoma cruzi","Research Use Only (RUO)","Unknown","","Unknown","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","105.00","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLC2","a2r69000007lc1B","a266900000BscPB","06.07.2023","Neglected Tropical Diseases","Unknown","Chile","Region of the Americas","grupobios.cl","GrupoBios","ELISA Chagas III","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Chile ANAMED; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas Total Antibody","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","110.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","100.00","0.00","0.00","","Plasma","1157","100","1057"
"a2v69000004gLC2","a2r69000007lc1B","a266900000BscPC","06.07.2023","Neglected Tropical Diseases","Unknown","Chile","Region of the Americas","grupobios.cl","GrupoBios","ELISA Chagas III","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Chile ANAMED; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas Total Antibody","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","110.00","Yes","No","WHO comparative study data 2010","No","Independent","Published scientific article","Antibody (serological)","99.40","91.20","98.10","99.61","97.90","100.00","","Serum","430","168","262"
"a2v69000004gLC2","a2r69000007lc1B","a266900000BscPD","06.07.2023","Neglected Tropical Diseases","Unknown","Chile","Region of the Americas","grupobios.cl","GrupoBios","ELISA Chagas III","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Chile ANAMED; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas Total Antibody","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","110.00","Yes","No","Caicedo Díaz comparative study 2019","No","Independent","Published scientific article","Antibody (serological)","99.22","97.94","100.00","97.96","95.98","99.93","","Whole Blood","501","256","245"
"a2v69000004gLC2","a2r69000007lc1B","a266900000BscPE","06.07.2023","Neglected Tropical Diseases","Unknown","Chile","Region of the Americas","grupobios.cl","GrupoBios","ELISA Chagas III","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Chile ANAMED; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas Total Antibody","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","110.00","Yes","No","Caballero Evaluation of serological test 2007","No","Independent","Published scientific article","Antibody (serological)","100.00","94.50","100.00","100.00","97.40","100.00","","Whole Blood","166","53","113"
"a2v69000004gLAw","a2r69000007lc0Q","a266900000BscNa","06.07.2023","Neglected Tropical Diseases","Eastleigh","United Kingdom","European Region","primerdesign.co.uk/home","Primer Design Ltd","T. cruzi primers (Kit format)","","ID","Chagas Disease","Trypanosoma cruzi","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLFN","a2r69000007lbns","a266900000BscVh","06.07.2023","Neglected Tropical Diseases","Wiesbaden","Germany","European Region","human.de","Human Gesellschaft für Biochemica und Diagnostica mbH","Chagas Rec ELISA","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Chile ANAMED; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLG5","a2r69000007lboK","a266900000BscWl","06.07.2023","Neglected Tropical Diseases","Seattle","United States","Region of the Americas","inbios.com","InBios International, Inc.","Chagas Detect Plus Rapid Test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","96.60","94.50","97.90","0.00","0.00","0.00","","Finger prick blood","473","466","7"
"a2v69000004gLG5","a2r69000007lboK","a266900000BscWm","06.07.2023","Neglected Tropical Diseases","Seattle","United States","Region of the Americas","inbios.com","InBios International, Inc.","Chagas Detect Plus Rapid Test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","","Yes","No","Lozano - field evaluation RDT algorithm","No","Independent","Published scientific article","Antibody (serological)","98.40","0.00","0.00","87.10","0.00","0.00","","Finger prick blood","685","304","381"
"a2v69000004gLG5","a2r69000007lboK","a266900000BscWn","06.07.2023","Neglected Tropical Diseases","Seattle","United States","Region of the Americas","inbios.com","InBios International, Inc.","Chagas Detect Plus Rapid Test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","","Yes","No","Suescun Comparison of 2 RDTs","No","Independent","Published scientific article","Antibody (serological)","100.00","95.90","100.00","99.10","96.60","99.80","","Finger prick blood","305","90","215"
"a2v69000004gLG5","a2r69000007lboK","a266900000BscWo","06.07.2023","Neglected Tropical Diseases","Seattle","United States","Region of the Americas","inbios.com","InBios International, Inc.","Chagas Detect Plus Rapid Test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","","Yes","No","Eguez Evaluation of duo RDTs 2017","No","Independent","Published scientific article","Antibody (serological)","100.00","99.80","100.00","99.30","99.30","99.80","","Finger prick blood","341","208","133"
"a2v69000004gLG5","a2r69000007lboK","a266900000CC5fY","06.07.2023","Neglected Tropical Diseases","Seattle","United States","Region of the Americas","inbios.com","InBios International, Inc.","Chagas Detect Plus Rapid Test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","","Yes","No","FIND evaluation (Colombia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","97.61","96.28","98.93","96.11","93.68","98.54","Chronic","Serum","585","0","0"
"a2v69000004gLF9","a2r69000007lc1N","a266900000BscVH","06.07.2023","Neglected Tropical Diseases","Unknown","United States","Region of the Americas","hemagen.com","Hemagen Diagnosticos inc","Hemagen Chagas' kit (EIA method)","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","100.00","Yes","No","WHO comparative study data 2010","No","Independent","Published scientific article","Antibody (serological)","100.00","97.80","100.00","96.56","93.60","98.40","","Serum","430","168","262"
"a2v69000004gLF9","a2r69000007lc1N","a266900000BscVI","06.07.2023","Neglected Tropical Diseases","Unknown","United States","Region of the Americas","hemagen.com","Hemagen Diagnosticos inc","Hemagen Chagas' kit (EIA method)","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","100.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Company website","Antibody (serological)","100.00","97.70","100.00","98.70","96.20","99.60","","Serum","386","160","226"
"a2v69000004gLHH","a2r69000007lbI7","a266900000BscZc","06.07.2023","Neglected Tropical Diseases","","China","Western Pacific Region","www.jeidanielbiotech.com","Jei Daniel Biotech Corp","JDBIOTECH Filariasis IgG/IgM Combo Rapid Test","Diagnostic/confirmatory test","ID","Lymphatic Filariasis","Brugia malayi; Wuchereria bancrofti","Late Stage Development (fully functional prototype)","None","","2022","Immunoassay","Antibody (serological)","LF IgG; LF IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","No","Filariasis - OVERALL","No","Independent","Instructions for Use (IFU)","Antibody (serological)","95.83","92.30","95.83","100.00","100.00","100.00","","Serum; Plasma; Whole Blood","0","47","406"
"a2v69000004gLHG","a2r69000007lbAa","a266900000BscZd","06.07.2023","Neglected Tropical Diseases","","China","Western Pacific Region","www.jeidanielbiotech.com","Jei Daniel Biotech Corp","JDBIOTECH Schistosoma IgG Rapid Test","Diagnostic/confirmatory test","ID","Schistosomiasis","Schistosoma mansoni","Regulatory Achieved","CE-IVDD; Indonesia MDR","","2022","Immunoassay","Antibody (serological)","Schisto IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","20.00","Yes","No","Schistosoma mansoni","No","Independent","Government reports","Antibody (serological)","100.00","97.22","100.00","97.77","97.22","97.77","All","Serum; Plasma","0","127","45"
"a2v69000004gLEv","a2r69000007lboU","a266900000BscUu","06.07.2023","Neglected Tropical Diseases","Huzhou","China","Western Pacific Region","orientgene.com","Zhejiang Orient Gene Biotech Co., Ltd.","Chagas Antibody Rapid Test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","Website data - Chagas","No","Company-Sponsored","Company website","Antibody (serological)","94.70","0.00","0.00","0.00","0.00","0.00","","Serum; Plasma; Whole Blood","0","0","0"
"a2v69000004gLFZ","a2r69000007lc13","a266900000BscVx","06.07.2023","Neglected Tropical Diseases","HAMBURG","Germany","European Region","ibl-international.com","IBL International GmbH","Chagas (Trypanosoma cruzi) IgG ELISA","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","145.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","95.44","100.00","100.00","93.02","100.00","","Serum; Plasma","0","0","0"
"a2v69000004gLJD","a2r69000007lc1K","a266900000Bsccc","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","HAI CHAGAS POLYCHACO","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Agglutination","","Slide Agglutination","","No instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","120.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","95.00","0.00","0.00","","Serum","0","0","0"
"a2v69000004gLJD","a2r69000007lc1K","a266900000Bsccd","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","HAI CHAGAS POLYCHACO","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Agglutination","","Slide Agglutination","","No instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","120.00","Yes","No","WHO comparative study data 2010","No","Independent","Published scientific article","Antibody (serological)","97.60","94.00","99.30","78.62","77.20","83.40","","Serum","430","168","262"
"a2v69000004gLJC","a2r69000007lboE","a266900000Bscce","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagas Rapido First Response","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","96.40","0.00","0.00","96.00","0.00","0.00","","Finger prick blood","610","295","315"
"a2v69000004gLJC","a2r69000007lboE","a266900000Bsccf","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagas Rapido First Response","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","Barfield Evaluation of new LFA 2011","No","Independent","Published scientific article","Antibody (serological)","99.50","95.30","99.70","96.20","94.30","99.30","","Serum","375","190","185"
"a2v69000004gLJC","a2r69000007lboE","a266900000Bsccg","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagas Rapido First Response","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","","Antibody (serological)","92.20","0.00","0.00","98.30","0.00","0.00","","Serum","623","284","339"
"a2v69000004gLJC","a2r69000007lboE","a266900000Bscch","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagas Rapido First Response","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","","Antibody (serological)","95.10","0.00","0.00","98.30","0.00","0.00","","Venous blood","630","291","339"
"a2v69000004gLJC","a2r69000007lboE","a266900000CC5fa","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagas Rapido First Response","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","FIND evaluation (Colombia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","89.91","87.39","92.44","98.59","97.03","100.00","Chronic","Serum","585","0","0"
