"Test Directory Package ID","Assay: Company/Institution Name: Organisation Name","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Region","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country of Manufacturer","Assay: Created Date","Assay: Assay ID","Assay: Assay Name","Instrument: Instrument Name","Assay: Product Website","Assay: Stage of Development","Assay: Planned Market Entry","Assay: Regulatory Approval","Assay: Primary Use Case","Assay: Syndromes","Assay: Disease Target","Assay: Assay Aim","Assay: ID type","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Other Target Analyte","Assay: Target Pathogen","Assay: Other target pathogen","Assay: Target Organism Classes","Assay: Type of Technology","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Other Readout Technology","Assay: Qualitative or Quantitative","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Antimicrobial Resistance Class","Assay: Other Antimicrobial Resistance Class","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: AST Output","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: End user profile (training level)","Assay: Lab vs. POC","Assay: Health Level","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Assay: Comments","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region"
"a2vVj0000017EH0","Acro Biotech Inc.","acrobiotech.com","Americas","Rancho Cucamonga","United States","22.05.2024","a2rVj0000006cAg","Strep B Rapid Test Cassette","","https://www.acrobiotech.com/women-s-health","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Triage/Screening","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections; Neonatal Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections","","ID","","Antigen","Unknown","","Streptococcus agalactiae (Group B)","","Bacteria (Gram+)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Vaginal swab","","","Yes","","","United States","Region of the Americas"
"a2vVj0000017EH7","Biopanda Reagents ltd.","biopanda.co.uk","Europe","Belfast","United Kingdom","22.05.2024","a2rVj0000006cAn","Strep B Rapid Test","","https://biopanda.co.uk/php/products/rapid/infectious_diseases/strep_b.php","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections; Neonatal Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections","","ID","","Antigen","Unknown","","Streptococcus agalactiae (Group B)","","Bacteria (Gram+)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Rectal swab; Vaginal swab; Other","Swab from newborn","15.00","Yes","","","United Kingdom","European Region"
"a2vVj0000017EH6","bioMérieux","biomerieux-diagnostics.com","Europe","Marcy l'Etoile","France","22.05.2024","a2rVj0000006cAm","CHROMID Strepto B","","https://www.biomerieux.fr/diagnostic-clinique/chromid-strepto-b","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections; Neonatal Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections","","ID","","Growth/metabolism","Unknown","","Streptococcus agalactiae (Group B)","","Bacteria (Gram+)","Growth based","Culture","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Other","medium plate","Standard lab instrumentation is required","Manual","Laboratory Technician","Lab-based","","Intended for professional use only","Vaginal-rectal swab","","1440.00","Yes","","","France","European Region"
"a2vVj0000017EH5","Biomed Diagnostics","biomeddiagnostics.com","Americas","White City","United States","22.05.2024","a2rVj0000006cAl","InTray COLOREX GBS","","https://biomeddiagnostics.com/prepared-culture-media/intray-colorex-gbs","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections; Neonatal Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections","","ID","","Growth/metabolism","Unknown","","Streptococcus agalactiae (Group B)","","Bacteria (Gram+)","Growth based","Culture","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Other","Culture tray","Standard lab instrumentation is required","Manual","Laboratory Technician","Lab-based","","Intended for professional use only","Rectal swab; Stool; Urine; Vaginal swab","","1080.00","Yes","","","United States","Region of the Americas"
"a2vVj0000017EH4","Becton, Dickinson and Company (BD)","bd.com","Americas","Franklin Lakes","United States","22.05.2024","a2rVj0000006cAk","BD MAX GBS","BD MAX System","https://moleculardiagnostics.bd.com/syndromic-solutions/womens-health-stis/gbs/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD; US FDA 510k","Triage/Screening","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections; Neonatal Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections","","ID","","DNA","Other","cfb gene sequence of the Streptococcus agalactiae chromosome","Streptococcus agalactiae (Group B)","","Bacteria (Gram+)","Molecular","qPCR","","Fluorescence","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Laboratory Technician","Lab-based","","Intended for professional use only","Vaginal-rectal swab","","120.00","Yes","","","United States","Region of the Americas"
"a2vVj000000EBtF","Biocan Diagnostics Inc","rapidtest.ca","Americas","Coquitlam","Canada","17.01.2024","a2rVj0000001oyr","TELL ME FAST Gonorrhea Test Device","","https://www.rapidtest.ca/infectious-std-products","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","","Sexually Transmitted Infections","Unspecified","ID","","Antigen","Unknown","","Neisseria gonorrhoeae","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","","True Point of Care","","","Urethral swab; Vaginal swab","","","Yes","","","Canada","Region of the Americas"
"a2vVj0000019llg","Coyote Bioscience Co., Ltd.","coyotebio.com","Western Pacific","Beijing","China","27.05.2024","a2rVj0000006hk0","FlashDetect LyocartD VVC (Candida spp./glabrata/krusei)","","https://en.coyotebio.com/uploads/colorPage_download/colorPage/Coyote%C2%AE%20Test%20Menu_%2020240203_V3.pdf","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","","Bloodstream Infections; Lower Respiratory Tract Infections; Sexually Transmitted Infections; Skin and Soft Tissue Infections","Candidiasis","ID","","DNA","Unknown","","Candida glabrata; Candida krusei; Candida spp","","Fungi","Molecular","qPCR","","Fluorescence","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Trained staff in health care facilities","near Point of Care","","","Unknown","","","Yes","","","China","Western Pacific Region"
"a2vVj0000019llc","Zhuhai DL Biotech Co., Ltd","en.medicaldl.com","","Zhuhai City","","27.05.2024","a2rVj0000006hjw","DL-96Fungus AST Kit","","https://en.medicaldl.com/product/14.html","Regulatory Achieved","Already on the market (commercialized)","Brazil ANVISA","","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections","Aspergillosis; Candidiasis; Cryptococcosis","Phenotypic AST","","Growth/metabolism","Unknown","","Aspergillus fumigatus; Candida spp; Cryptococcus neoformans","","Fungi","Growth based","Broth microdilution","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Other","Candida auris resistance; Flucytosine; Amphtericin B; Micafungin; Caspfungin; Isavuconazole; Voriconazole; Posaconazole; Itraconazole","Unknown","Other","microwell plate","A proprietary/new instrument is required","Automated (excluding sample preparation)","Laboratory Technician","Lab-based","","","Colony/plate","","","Yes","","","China","Western Pacific Region"
"a2vVj0000019llf","Coyote Bioscience Co., Ltd.","coyotebio.com","Western Pacific","Beijing","China","27.05.2024","a2rVj0000006hjz","FlashDetect LyocartE C.glabrata/C.krusei/C.albicans","","https://en.coyotebio.com/uploads/colorPage_download/colorPage/Coyote%C2%AE%20Test%20Menu_%2020240203_V3.pdf","Research Use Only (RUO)","Already on the market (commercialized)","None","","Bloodstream Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections","Candidiasis","ID","","DNA","Unknown","","Candida albicans; Candida glabrata; Candida krusei","","Fungi","Molecular","qPCR","","Fluorescence","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Trained staff in health care facilities","near Point of Care","","","Unknown","","","Yes","","","China","Western Pacific Region"
"a2vVj0000019lle","Coyote Bioscience Co., Ltd.","coyotebio.com","Western Pacific","Beijing","China","27.05.2024","a2rVj0000006hjy","FlashDetect LyocartE Candida/C.neoformans","","https://en.coyotebio.com/uploads/colorPage_download/colorPage/Coyote%C2%AE%20Test%20Menu_%2020240203_V3.pdf","Research Use Only (RUO)","Already on the market (commercialized)","None","","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections","Candidiasis; Cryptococcosis","ID","","DNA","Unknown","","Candida spp; Cryptococcus neoformans","","Fungi","Molecular","qPCR","","Fluorescence","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Trained staff in health care facilities","near Point of Care","","","Unknown","","","Yes","","","China","Western Pacific Region"
"a2vVj0000019llb","Viracor Eurofins Clinical Diagnostics","eurofins-viracor.com","Americas","Lenexa","United States","27.05.2024","a2rVj0000006hjv","Fungitell ß-D-Glucan Assay","","https://www.eurofins-viracor.com/clinical/test-menu/1700-fungitell/","Regulatory Achieved","Already on the market (commercialized)","Other","","Bloodstream Infections; CNS Infections; Enteric; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections","Aspergillosis; Candidiasis; Fusariosis; Histoplasmosis; Mucormycosis; Mycetoma","ID","","Growth/metabolism","Unknown","","Aspergillus fumigatus; Aspergillus spp; Candida spp; Fusarium spp; Histoplasma capsulatum; Other; Pneumocystis jirovecii","Acremonium; Coccidioides immitis; Trichosporon spp; Sporothrix schenckii; Saccharomyces cerevisiae","Fungi","Chemical/Biochemical","Enzymatic assays","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Laboratory-developed test (LDT)","","Standard lab instrumentation is required","Manual","Laboratory Technician","Laboratory-developed test","","","Bronchoalveolar lavage; Cerebrospinal fluid (CSF); Serum","bronch wash","","Yes","","","United States","Region of the Americas"
"a2vVj0000019llu","TNO","tno.nl","","The Hague","","27.05.2024","a2rVj0000006hkE","I-Screen","","https://www.tno-pharma.com/I_Screen_en.html","Regulatory Status Unknown","Unspecified Market Entry","None","","Enteric","Unspecified","Phenotypic AST","","Growth/metabolism","Unknown","","Unknown","","Fungi","Growth based","Other","","Unspecified","","Unknown","Not applicable","","Unknown","","Unknown","","Unknown","Unspecified","","Unknown","Unknown","Laboratory Technician","Lab-based","","","Unknown","","","Yes","","","Netherlands","European Region"
"a2vVj0000019llr","Jiangsu Bioperfectus Technologies Co., Ltd.","bioperfectus.com","Western Pacific","Taizhou City","China","27.05.2024","a2rVj0000006hkB","Candida albicans/Trichomonas vaginalis Antigen Rapid Test Kit","","https://bioperfectus.com/ProductDetail/CandidaalbicansTrichomonasvaginalisAntigenRapidTestKit","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","","Sexually Transmitted Infections","Candidiasis","ID","","Antigen","Unknown","","Candida albicans; Trichomonas vaginalis","","Fungi; Parasite","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Standard lab instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","","Vaginal swab","","15.00","Yes","","","China","Western Pacific Region"
"a2vVj0000019llq","Ustar Biotechnologies (Hangzhou) Ltd.","en.bioustar.com","Western Pacific","Hangzhou","China","27.05.2024","a2rVj0000006hkA","EasyNAT Candida albicans assay","","https://www.immunospark.com/products/molecular-diagnostics/poct-molecular-diagnostics-ustar/","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","","Bloodstream Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections","Candidiasis","ID","","DNA","Unknown","","Candida albicans","","Fungi","Molecular","Isothermal Other","","Fluorescence","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Unspecified","","A proprietary/new instrument is required","Unknown","Trained staff in health care facilities","near Point of Care","","","Unknown","","","Yes","","","China","Western Pacific Region"
"a2vVj0000019lkk","Genobio Pharmaceutical Co., Ltd.","era-bio.com","Western Pacific","Tianjin","China","27.05.2024","a2rVj0000006hj4","FungiXpert Aspergillus Galactomannan ELISA Detection Kit","","https://www.genobio-pharm.com/aspergillus-galactomannan-elisa-detection-kit-product/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","","Bloodstream Infections; CNS Infections; Lower Respiratory Tract Infections","Aspergillosis","ID","","Antigen","Unknown","","Aspergillus spp","","Fungi","Immunoassay","ELISA/EIA","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Laboratory Technician","Lab-based","","","Bronchoalveolar lavage; Serum","","120.00","Yes","","","China","Western Pacific Region"
