"Submission ID","Performance Detail Submission ID","Created Date","Date of Submission","Country of Manufacturer","Region","Website","Organisation Name","Submission Title","Disease Target","Stage of Development","Regulatory Approval","Type of Technology","Assay Target","Target Analyte(s)","Technology principle","Test Format","Instrument requirement","Level of automation","Lab vs. POC","Self-testing/Self-Collection","Validated Sample Types","Time to results excl sample prep (mins)","Time to results incl sample prep (mins)","Connectivity Solution","FIND Evaluation","Impact of SARS-COV-2 Alpha variant","Impact of SARS-COV-2 Beta variant","Impact of SARS-COV-2 Gamma variant","Impact of SARS-COV-2 Delta variant","Impact of SARS-COV-2 Delta+ variant","Impact of SARS-COV-2 Omicron variant","S gene dropout","SARS-CoV-2 variant(s)","Test to be listed on FIND's web page?","Data to be published on FIND's web page","Is this a variant detection test?","Revoked/Not Approved By","Study Type","Sensitivity (%)","Specificity (%)","Number of positive samples","Number of negative samples","Total number of samples"
"a0B6900001LlzR6","a266900000B5QIX","28.03.2022","","Germany","Europe","www.abioteq.de","Abioteq GmbH","Cora Gentest-19","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.70","99.80","231","1000","1231"
"a0B6900001LlWaB","a266900000AxQHH","17.01.2022","17.01.2022","United States","Americas","ablinc.com/","ABL Inc.","UltraGene Assay SARS-CoV-2 VOC Screening and Determination V1","SARS-CoV-2","Research Use Only (RUO)","None","Molecular","RNA","S gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Alpha; Beta; Delta; Gamma; Omicron","Yes, I would like the test to be made public on FIND’s test directory","Yes","Yes","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LkleN","a2669000009z9cZ","02.09.2021","02.09.2021","United States","Americas","ablinc.com/","ABL Inc.","Deepcheck COVID-19 NGS assay and software","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","E gene; N gene; RdRp gene","Sequencing","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","","",""
"a0B6900001LlzR7","a266900000B5QIY","28.03.2022","","Korea, Republic of","Western Pacific","absology.co.kr","Absology Co., ltd.","Absoludy COVID-19 Ag","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Cartridge-based processing","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","5.00","0.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.00","99.00","50","92","142"
"a0B6900001LlzR8","a266900000B5QIZ","28.03.2022","","Korea, Republic of","Western Pacific","absology.co.kr","Absology Co., ltd.","Absoludy COVID-19 Ag Rapid","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.00","100.00","36","50","86"
"a0B6900001LklZf","a2669000009z9Xr","02.09.2021","02.09.2021","Singapore","Western Pacific","ISO13485","Accelerate Technology Pte ltd.","Resolute 2.0 assay","SARS-CoV-2","Regulatory Achieved","Australia TGA","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lklcy","a2669000009z9bA","02.09.2021","02.09.2021","United States","Americas","accessbio.net","Access Bio, Inc.","CareStart COVID-19 MDx RT-PCR","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; CE-IVD","Molecular","RNA","N gene; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage","","83.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","46","46","92"
"a0B6900001J49H0","a266900000A9wF7","27.04.2021","27.04.2021","United States","Americas","accessbio.net","Access Bio, Inc.","CareStart COVID-19 Antigen Home Test","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","10.00","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","87.18","100.00","39","53","92"
"a0B6900001J3zFV","a266900000A9wCS","02.04.2021","02.04.2021","United States","Americas","accessbio.net","Access Bio, Inc.","CareStart COVID-19 Antigen test","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","10.00","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","93.75","99.32","32","148","180"
"a0B6900001Lm4cg","a266900000BEWLK","11.04.2022","11.04.2022","United States","Americas","accessbio.net","Access Bio, Inc.","CareStart COVID-19 IgM/IgG","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Korea MFDS; CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.80","100.00","","",""
"a0B6900001Lm4ch","a266900000BEWLL","11.04.2022","11.04.2022","United States","Americas","accessbio.net","Access Bio, Inc.","CareStart EZ COVID-19 IgM/IgG","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lm4cg","a266900000BF58d","11.04.2022","11.04.2022","United States","Americas","accessbio.net","Access Bio, Inc.","CareStart COVID-19 IgM/IgG","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Korea MFDS; CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","90.00","98.80","","",""
"a0B6900001Lli56","a266900000B3Dyw","14.02.2022","14.02.2022","United States","Americas","accessbio.net","Access Bio, Inc.","CareStart COVID-19 Ag Plus","SARS-CoV-2","Regulatory Achieved","Korea MFDS","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","10.00","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001J3nW4","a266900000A9w7r","07.03.2021","07.03.2021","China","Western Pacific","accubiotech.com","AccuBioTech Co., ltd.","Accu-Tell COVID-19 Antigen Cassette (Saliva)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","10.00","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.00","99.90","40","324","364"
"a0B6900001LlzRA","a266900000B5QIM","28.03.2022","","China","Western Pacific","accubiotech.com","AccuBioTech Co., ltd.","Accu-Tell SARS-CoV-2 Ag Cassette","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","93.20","99.20","98","255","353"
"a0B6900001LlzR9","a266900000B5QIa","28.03.2022","","China","Western Pacific","accubiotech.com","AccuBioTech Co., ltd.","Accu-Tell COVID-19 Antigen Cassette (Nasal Swab)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","93.20","99.20","103","250","353"
"a0B6900001Lklei","a2669000009z9cu","02.09.2021","02.09.2021","India","South-East Asia","accuster.com/","Accuster Technologies Pvt ltd.","Accuster SARS-COV2-RT-PCR test kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lklcs","a2669000009z9b4","02.09.2021","02.09.2021","China","Western Pacific","aconlabs.com","Acon Biotech (Hangzhou) Co., ltd.","SARS-CoV-2 RT-PCR Test Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD; WHO EUL Under Assessment","Molecular","RNA","E gene; N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","90.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001J3wB2","a266900000A9wAo","26.03.2021","26.03.2021","China","Western Pacific","aconlabs.com","Acon Biotech (Hangzhou) Co., ltd.","SARS-CoV-2 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","18.00","No","Yes","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL Under Assessment","Company-Sponsored","97.10","99.50","435","170","605"
"a0B6900001Llhzh","a266900000B3DCr","14.02.2022","14.02.2022","China","Western Pacific","aconlabs.com","Acon Biotech (Hangzhou) Co., ltd.","Flowflex SARS-CoV-2 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","WHO EUL; Health Canada; CE-IVD; MHRA UK","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.10","99.50","170","435","605"
