"Performance Detail Submission: ID","Parent Submission: Created Date","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Product Website","Parent Submission: Regulatory Approval","Sensitivity (%)","Specificity (%)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a2669000009z9cZ","02.09.2021","02.09.2021","ABL Inc.","Deepcheck COVID-19 NGS assay and software","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://ablinc.com/","CE-IVD","100.00","100.00","Molecular","RNA","E gene; N gene; RdRp gene","Sequencing","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIY","28.03.2022","","Absology Co., ltd.","Absoludy COVID-19 Ag","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.absology.co.kr","CE-IVD","98.00","99.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Cartridge-based processing","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","5.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIZ","28.03.2022","","Absology Co., ltd.","Absoludy COVID-19 Ag Rapid","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.absology.co.kr","CE-IVD","94.00","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9Xr","02.09.2021","02.09.2021","Accelerate Technology Pte ltd.","Resolute 2.0 assay","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://accelerate-technologies.com/","Australia TGA","","","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9bA","02.09.2021","02.09.2021","Access Bio, Inc.","CareStart COVID-19 MDx RT-PCR","SARS-CoV-2","Regulatory Achieved","United States","Americas","http://www.accessbio.net","US FDA EUA; Australia TGA; CE-IVD","100.00","100.00","Molecular","RNA","N gene; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wF7","27.04.2021","27.04.2021","Access Bio, Inc.","CareStart COVID-19 Antigen Home Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","","US FDA EUA; Australia TGA; Health Canada","87.18","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wCS","02.04.2021","02.04.2021","Access Bio, Inc.","CareStart COVID-19 Antigen test","SARS-CoV-2","Regulatory Achieved","United States","Americas","http://www.accessbio.net","US FDA EUA; Australia TGA; Health Canada; CE-IVD","93.75","99.32","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BEWLK","11.04.2022","11.04.2022","Access Bio, Inc.","CareStart COVID-19 IgM/IgG","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.btnx.com/Product?id=2014","US FDA EUA; Korea MFDS; CE-IVD","98.80","100.00","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BEWLL","11.04.2022","11.04.2022","Access Bio, Inc.","CareStart EZ COVID-19 IgM/IgG","SARS-CoV-2","Regulatory Achieved","United States","Americas","","US FDA EUA","","","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BF58d","11.04.2022","11.04.2022","Access Bio, Inc.","CareStart COVID-19 IgM/IgG","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.btnx.com/Product?id=2014","US FDA EUA; Korea MFDS; CE-IVD","90.00","98.80","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B3Dyw","14.02.2022","14.02.2022","Access Bio, Inc.","CareStart COVID-19 Ag Plus","SARS-CoV-2","Regulatory Achieved","United States","Americas","http://www.accessbio.net","Korea MFDS","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w7r","07.03.2021","07.03.2021","AccuBioTech Co., ltd.","Accu-Tell COVID-19 Antigen Cassette (Saliva)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.accubiotech.com","CE-IVD","95.00","99.90","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIM","28.03.2022","","AccuBioTech Co., ltd.","Accu-Tell SARS-CoV-2 Ag Cassette","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.accubiotech.com","CE-IVD","93.20","99.20","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIa","28.03.2022","","AccuBioTech Co., ltd.","Accu-Tell COVID-19 Antigen Cassette (Nasal Swab)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.accubiotech.com","CE-IVD","93.20","99.20","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9cu","02.09.2021","02.09.2021","Accuster Technologies Pvt ltd.","Accuster SARS-COV2-RT-PCR test kit","SARS-CoV-2","Regulatory Achieved","India","South-East Asia","https://accuster.com/","CE-IVD","","","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9b4","02.09.2021","02.09.2021","Acon Biotech (Hangzhou) Co., ltd.","SARS-CoV-2 RT-PCR Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.aconbio.com/index.html","CE-IVD; WHO EUL Under Assessment","","","Molecular","RNA","E gene; N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wAo","26.03.2021","26.03.2021","Acon Biotech (Hangzhou) Co., ltd.","SARS-CoV-2 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.aconbio.com/index.html","CE-IVD","97.10","99.50","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","Yes","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL Under Assessment"
"a266900000B3DCr","14.02.2022","14.02.2022","Acon Biotech (Hangzhou) Co., ltd.","Flowflex SARS-CoV-2 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.aconlabs.com","WHO EUL; Health Canada; CE-IVD; MHRA UK","97.10","99.50","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIO","28.03.2022","","Acon Biotech (Hangzhou) Co., ltd.","Flowflex SARS-CoV-2 Antigen Rapid Test (Nasal/Saliva)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.aconbio.com/","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIP","28.03.2022","","Acon Biotech (Hangzhou) Co., ltd.","FIAflex SARS-CoV-2 Antigen FIA","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.aconbio.com/","CE-IVD; MHRA UK","97.50","99.50","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIQ","28.03.2022","","Acon Biotech (Hangzhou) Co., ltd.","SARS-CoV-2 & Influenza A/B Ag Combo FIA","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","China","Western Pacific","https://www.aconbio.com/","CE-IVD","96.70","100.00","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
