Performance Detail Submission: ID,Company/Institution Name,Submission Title,Country of Manufacturer,Regulatory Approval,Clinical Sensitivity (%),95% CI for Clinical Sensitivity (Lower),95% CI for Clinical Sensitivity (Upper),Clinical Specificity (%),95% CI for Clinical Specificity (Lower),95% CI for Clinical Specificity (Upper),Assay Target,Target Analyte(s),Self-testing/Self-Collection,Validated Sample Types,Time to results excl sample prep (mins),submission_id
a266900000A9wDW,PROMOITALIA GROUP SPA,DROP-TECH,Italy,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,15,a266900000A9wDW
a266900000A9wEu,QIAGEN GmbH,QIAreach SARS-CoV-2 Antigen,Germany,US FDA EUA; CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,NA,a266900000A9wEu
a266900000A9wBE,"Qingdao Hightop Biotech Co., Ltd.",SARS-CoV-2 Antigen Rapid Test(Immunochromatography),China,CE-IVD,95.00%,88.83%,97.85%,99.75%,98.60%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,20,a266900000A9wBE
a266900000A9wFm,Qorvo Biotechnologies (Qorvo),Omnia SARS-CoV-2 Antigen Test,United States,US FDA EUA,89.40%,78.88%,95.09%,100.00%,89.28%,100.00%,Antigen,N-protein,Intended for professional use only,Nasal swab,20,a266900000A9wFm
a266900000A9wDX,Quidel,Sofia 2 Flu + SARS Antigen FIA,United States,US FDA EUA; Health Canada,95.20%,84.20%,98.70%,100.00%,96.90%,100.00%,Antigen,N-protein; Other,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9wDX
a266900000A9wDY,Quidel,Sofia SARS Antigen FIA,United States,US FDA EUA; Japan MHLW; Australia TGA; Health Canada; CE-IVD,96.70%,83.30%,99.40%,100.00%,97.90%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,0,a266900000A9wDY
a266900000A9wC1,Quidel,QuickVue At-Home COVID-19 Test,United States,US FDA EUA,-,-,-,-,-,-,Antigen,N-protein,Intended for self-testing (version available),Nasal swab,10,a266900000A9wC1
a266900000Av8p3,Quidel,QuickVue At-Home OTC COVID-19 Test,United States,US FDA EUA; Health Canada; Singapore HSA,84.80%,71.80%,92.40%,99.10%,95.20%,99.80%,Antigen,N-protein,Intended for self-testing (version available),Nasal swab,10,a266900000Av8p3
a266900000Auhka,Quidel,QuickVue SARS Antigen Test,United States,US FDA EUA; Health Canada,96.80%,83.80%,99.40%,99.10%,94.90%,99.80%,Antigen,N-protein,Intended for professional use only,Nasal swab,NA,a266900000Auhka
a266900000A9wAA,"Rapid Bio, LLC.",Rapid Bio COVID-19 Ag,Russian Federation,Other,96.97%,84.24%,99.92%,99.15%,95.33%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,8,a266900000A9wAA
a266900000A9wIw,"RapiGEN, Inc.",BIOCREDIT COVID-19 Ag Test Nasal,"Korea, Republic of",CE-IVD; WHO EUL Under Assessment; Other,98.10%,93.40%,99.50%,100.00%,97.00%,100.00%,Antigen,N-protein,Intended for professional use only,Nasal swab,15,a266900000A9wIw
a266900000A9wJT,"RapiGEN, Inc.",BIOCREDIT COVID-19 Ag,"Korea, Republic of",Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; WHO EUL Under Assessment,96.90%,83.63%,96.20%,99.02%,95.92%,99.87%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9wJT
a266900000AwJeh,"Realy Tech Co., Ltd",Novel Coronavirus (SARS-Cov-2) Antigen Rapid Test Device (nasal swab),China,CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasal swab,20,a266900000AwJeh
a266900000A9w6F,Reszon Diagnostics International Sdn Bhd,Reszon COVID-19 Rapid Antigen Test,Malaysia,CE-IVD,91.20%,84.93%,95.02%,100.00%,97.60%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9w6F
a266900000B2ldm,Reszon Diagnostics International Sdn Bhd,Salixium-COVID-19 Rapid Antigen Rapid Test (Saliva/ Nasal Swab Samples),Malaysia,CE-IVD; Other,91.00%,-,-,100.00%,-,-,Antigen,Unknown,Intended for self-testing (version available),Nasal swab; Saliva,15,a266900000B2ldm
a266900000B3lwk,Reszon Diagnostics International Sdn Bhd,Reszon COVID-19 Rapid Antigen Test (Self-testing),Malaysia,CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for self-testing (version available),Nasal swab,15,a266900000B3lwk
a266900000A9wG9,R Medical Solutions,RMed Covid-19 Antigen Rapid Test,China,CE-IVD,96.55%,90.35%,98.82%,98.77%,95.64%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,20,a266900000A9wG9
a266900000A9wEC,Roche Diagnostics GmbH,SARS-CoV-2 Rapid Antigen Test,Switzerland,Japan MHLW; CE-IVD,96.52%,91.30%,99.04%,99.68%,98.22%,99.99%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9wEC
a266900000B2cUb,"ROHTO Pharmaceutical Co., Ltd.",Check MR-COV19,Japan,Japan MHLW,82.90%,-,-,100.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,20,a266900000B2cUb
a266900000A9wDa,Romed-Holland ? Van Oostveen Medical B.V.,Romed Coronavirus Ag Rapid Test Cassette (Swab),Netherlands,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,Other,Intended for professional use only,Nasopharyngeal swab,0,a266900000A9wDa
a266900000ABSdW,"Safecare Biotech(Hangzhou)Co.,Ltd",COVID-19 Antigen Rapid Test Kit(Saliva),China,CE-IVD,98.50%,94.67%,99.82%,99.45%,96.99%,99.99%,Antigen,N-protein,Intended for professional use only,Saliva,15,a266900000ABSdW
a266900000B2ldM,"Safecare Biotech(Hangzhou)Co.,Ltd",COVID-19 Antigen Rapid Test Kit(Swab) self-testing,China,CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for self-testing (version available),Nasal swab,15,a266900000B2ldM
a266900000Adbns,"Safecare Biotech(Hangzhou)Co.,Ltd",COVID-19 Antigen Rapid Test Kit(Swab),China,CE-IVD,97.27%,-,-,99.42%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,10,a266900000Adbns
a266900000AdboN,"Safecare Biotech(Hangzhou)Co.,Ltd",Multi-Respiratory Virus Antigen Test Kit(Swab)(Influenza A+B/ COVID-19),China,CE-IVD,97.04%,-,-,99.44%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,10,a266900000AdboN
a266900000Auhks,Salofa Oy,Sienna-Clarity COVID-19 Antigen Rapid Test Cassette,Finland,US FDA EUA; CE-IVD,87.50%,68.60%,93.00%,98.90%,94.20%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,NA,a266900000Auhks
a266900000A9wEa,Sansure Biotech Inc.,SARS-CoV-2 Rapid Antigen Test (Colloidal Gold Method),China,CE-IVD,98.40%,85.90%,99.10%,98.10%,95.20%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9wEa
a266900000A9w6V,ScheBo Biotech AG,ScheBo SARS CoV-2 Quick ANTIGEN,Germany,CE-IVD,97.30%,93.40%,99.29%,99.00%,97.67%,99.60%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Serum,15,a266900000A9w6V
a266900000B3E9J,"SD Biosensor, Inc.",SD Biosensor STANDARD Q COVID-19 Ag Test,"Korea, Republic of",Singapore HSA,84.97%,78.30%,90.20%,98.40%,98.28%,99.39%,Antigen,N-protein,Intended for self-testing (version available),Nasopharyngeal swab,20,a266900000B3E9J
a266900000A9wFk,"SD Biosensor, Inc.",STANDARD i-Q COVID-19 Ag Home Test,"Korea, Republic of",Korea MFDS,-,-,-,-,-,-,Antigen,Unknown,Intended for self-testing (version available),Nasal swab,NA,a266900000A9wFk
a266900000A9wFl,"SD Biosensor, Inc.",STANDARD i-Q COVID-19 Ag Saliva Home Test,"Korea, Republic of",-,-,-,-,-,-,-,Antigen,Unknown,Intended for self-testing (version available),Saliva,NA,a266900000A9wFl
a266900000A9w8F,"SD Biosensor, Inc.",STANDARD Q COVID-19 Ag Test (Saliva),"Korea, Republic of",CE-IVD,100.00%,47.82%,100.00%,100.00%,91.59%,100.00%,Antigen,N-protein,Intended for professional use only,Sputum; Saliva,30,a266900000A9w8F
a266900000A9w8G,"SD Biosensor, Inc.",STANDARD F COVID-19 Ag FIA,"Korea, Republic of",Korea MFDS; CE-IVD,93.70%,93.70%,97.43%,99.63%,98.50%,99.96%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9w8G
a266900000A9wDb,"SD Biosensor, Inc.",STANDARD Q COVID-19 Ag test,"Korea, Republic of",WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; Health Canada; CE-IVD; India CDSCO; South Africa SAHPRA,84.97%,78.30%,90.20%,98.40%,98.28%,99.39%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,20,a266900000A9wDb
a266900000A9w86,"SD Biosensor, Inc.",STANDARD i-Q COVID-19 Ag,"Korea, Republic of",-,83.30%,-,-,100.00%,-,-,Antigen,Unknown,Intended for professional use only,Nasal swab,15,a266900000A9w86
a266900000B2lnA,"SD Biosensor, Inc.",SARS-CoV-2 Rapid Antigen Test Nasal,"Korea, Republic of",US FDA EUA; CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for self-testing (version available),Nasal swab,15,a266900000B2lnA
a266900000B2lnB,"SD Biosensor, Inc.",SARS-CoV-2 Rapid Antigen Test,"Korea, Republic of",Australia TGA; Health Canada,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasal swab,20,a266900000B2lnB
a266900000B2lnF,"SD Biosensor, Inc.",SARS-CoV-2 Rapid Antigen Test Nasal,"Korea, Republic of",Australia TGA; Health Canada; CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasal swab,15,a266900000B2lnF
a266900000B2lds,"SD Biosensor, Inc.",SARS-CoV-2 Antigen Self Test Nasal,"Korea, Republic of",Australia TGA; Health Canada; Singapore HSA; CE-IVD,86.40%,78.50%,92.20%,99.60%,97.90%,100.00%,Antigen,N-protein,Intended for self-testing (version available),Nasal swab,15,a266900000B2lds
a266900000B2ldt,"SD Biosensor, Inc.",SARS-CoV-2 Rapid Antigen Test Nasal With Control,"Korea, Republic of",Health Canada,99.10%,-,-,89.60%,-,-,Antigen,N-protein,Intended for professional use only,Nasal swab,15,a266900000B2ldt
a266900000B2ldv,"SD Biosensor, Inc.",Standard Q COVID-19 Ag Home Test,"Korea, Republic of",Korea MFDS; Singapore HSA,94.94%,-,-,100.00%,-,-,Antigen,N-protein,Intended for self-testing (version available),Nasal swab,15,a266900000B2ldv
a266900000B2ldw,"SD Biosensor, Inc.",Standard Q COVID-19 AG Nasal Test,"Korea, Republic of",Health Canada; Singapore HSA; CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,20,a266900000B2ldw
a266900000B2leH,"SD Biosensor, Inc.",Standard Q COVID-19 AG Nasal Test With Control,"Korea, Republic of",Health Canada,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,20,a266900000B2leH
a266900000A9wDc,"SensingSelf, Pte, Ltd",S1 COVID-19 Rapid Antigen Test,Montenegro,CE-IVD,91.00%,-,-,100.00%,-,-,Antigen,N-protein,Intended for professional use only,Sputum; Saliva; Feces,15,a266900000A9wDc
a266900000A9wDd,"SensingSelf, Pte, Ltd",S4 - Multiplex Rapid Antigen Test - COVID-19/MERS/Influenza A/Influenza B,Montenegro,CE-IVD,88.30%,-,-,100.00%,-,-,Antigen,S-protein (type unknown); Other,Intended for professional use only,Sputum; Saliva; Feces,15,a266900000A9wDd
a266900000A9wDe,Sensitest The Netherlands BV,Sensitest Joysbio Antigen Rapid Test for Covid-19,Netherlands,China NMPA; CE-IVD,0.00%,-,-,98.00%,-,-,Antigen,Other,Intended for professional use only,Nasal swab,20,a266900000A9wDe
a266900000A9wDf,SGA Medikal,V-chek SARS-CoV-2 Rapid Ag Test Kit (IFA),Germany,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,0,a266900000A9wDf
a266900000A0gHM,SG Diagnostics Pte Ltd,SG Diagnostics COVID-19 + Influenza A/B Antigen Rapid Test Kit,Singapore,CE-IVD,97.57%,94.45%,98.96%,99.29%,98.45%,99.66%,Antigen,N-protein; S-protein (type unknown); S-protein RBD,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,10,a266900000A0gHM
a266900000A9wEN,SG Diagnostics Pte Ltd,SG Diagnostics COVID-19 Antigen Rapid Test Kit (Colloidal Gold-Based),Singapore,CE-IVD; Germany BfArM,97.57%,94.45%,98.96%,99.29%,98.54%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,10,a266900000A9wEN
a266900000ABSFt,SG Diagnostics Pte Ltd,SG Diagnostics COVID-19 Saliva Antigen Rapid Test Kit,Singapore,CE-IVD,97.12%,91.80%,99.40%,98.55%,94.86%,99.82%,Antigen,N-protein; S-protein RBD,Intended for professional use only,Saliva,10,a266900000ABSFt
a266900000A9wEL,"Shanghai Chemtron Biotech Co., LTD",Chemtrue® COVID-19 Ag Rapid Test (Colloidal Gold),China,CE-IVD,95.19%,-,-,100.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,10,a266900000A9wEL
a266900000A9wDg,"Shanghai Chemtron Biotech Co., LTD",SARS-CoV-2 Rapid Ag Test Kit (IFA),China,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,0,a266900000A9wDg
a266900000A9wDh,"Shanghai Chemtron Biotech Co., LTD",COVID-19/Influenza A+B /RSV Antigen Combo Rapid Test (Colloidal Gold),China,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,N-protein; Other,Intended for professional use only,Nasopharyngeal swab; Nasal swab,0,a266900000A9wDh
a266900000A9wDi,"Shanghai Chemtron Biotech Co., LTD",COVID-19/Influenza A+B/RSV/ Adenovirus Antigen Combo Rapid Test (Colloidal Gold),China,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,N-protein; Other,Intended for professional use only,Nasopharyngeal swab; Nasal swab,0,a266900000A9wDi
a266900000A9wBL,"Shanghai Fosun Long March Medical Science Co., Ltd",Fosun Covid-19 Ag Card,China,CE-IVD,97.00%,94.20%,98.70%,98.60%,98.00%,99.99%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,15,a266900000A9wBL
a266900000Auhkv,"Shanghai Kehua Bio-engineering Co., Ltd",Diagnostic Kit for COVID-19 Antigen Test (Colloidal Gold),China,WHO EUL Under Assessment,-,-,-,-,-,-,Antigen,Unknown,Intended for professional use only,-,NA,a266900000Auhkv
a266900000A9w9O,Shenzhen AIVD Biotech Inc,SARS-CoV-2 Antigen Detection Kit (Latex Lateral Flow Assay),China,CE-IVD,93.00%,83.52%,96.63%,98.92%,95.46%,99.47%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,a266900000A9w9O
a266900000A9wDj,"Shenzhen Bioeasy Biotechnology Co., Ltd.",2019-nCoV Ag Rapid Test Kit (Fluorescence),China,CE-IVD; WHO EUL Under Assessment,82.02%,78.58%,85.47%,99.17%,98.36%,100.00%,Antigen,Other,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Sputum; Saliva,10,a266900000A9wDj
a266900000ABSrn,"Shenzhen Dymind Biotechnology Co.,ltd",SARS-CoV-2 Antigen Test Kit,China,CE-IVD,96.58%,91.48%,99.06%,98.37%,94.25%,99.80%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000ABSrn
a266900000A9w5E,"Shenzhen Huian Biosci Technology Co., Ltd.",Rapid nCoV & Flu A/B Ag Test Kit,China,CE-IVD,96.80%,83.30%,99.90%,100.00%,95.50%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Saliva,15,a266900000A9w5E
a266900000A9w58,"Shenzhen Huian Biosci Technology Co., Ltd.",SARS-CoV-2 Antigen Test Kit (Colloidal Gold),China,CE-IVD,96.80%,83.30%,99.90%,100.00%,95.50%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9w58
a266900000A9wG2,"Shenzhen Kang Sheng Bao Bio-Technology Co.,Ltd.",SARS-CoV-2 Antigen Rapid Test (Lateral Flow Assay),China,CE-IVD,96.49%,91.20%,99.04%,98.48%,94.63%,99.82%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,15,a266900000A9wG2
a266900000A9wFZ,"Shenzhen Kisshealth Biotechnology Co., Ltd.",SARS-CoV-2 Antigen Test Kit (GICA),China,CE-IVD,-,-,-,-,-,-,Antigen,Unknown,Intended for professional use only,Nasopharyngeal swab; Nasal swab; Saliva,NA,a266900000A9wFZ
a266900000A9wKF,"Shenzhen Lvshiyuan Biotechnology Co., Ltd",SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),China,CE-IVD,0.00%,-,-,100.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9wKF
a266900000A9w6I,"Shenzhen Lvshiyuan Biotechnology Co., Ltd",Green spring SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),China,CE-IVD; Other,99.00%,97.12%,99.98%,100.00%,-,-,Antigen,N-protein,Intended for self-testing (version available),Nasopharyngeal swab; Oropharyngeal swab; Mid-turbinate swab; Saliva,15,a266900000A9w6I
a266900000A9wDk,"Shenzhen Lvshiyuan Biotechnology Co., Ltd",Green Spring Flu A & Flu B & COVID-19 Ag Rapid Test,China,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,Other,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,0,a266900000A9wDk
a266900000A9wJi,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 & Influenza A/B & RSV Antigen Combo Test Kit (Colloidal Gold Chromato,China,CE-IVD,92.90%,89.80%,95.30%,100.00%,98.80%,100.00%,Antigen,Other,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9wJi
a266900000A9wJn,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 & Influenza A/B & RSV Antigen Combo Test Kit,China,CE-IVD,92.90%,89.80%,95.30%,100.00%,98.80%,100.00%,Antigen,Unknown,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9wJn
a266900000A9w6m,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 Antigen Test (Colloidal Gold Chromatographic Immunoassay),China,CE-IVD,92.93%,89.82%,95.33%,100.00%,98.78%,100.00%,Antigen,N-protein,Intended for professional use only,Nasal swab,15,a266900000A9w6m
a266900000A9w6r,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 Antigen Test Kit (Fluorescence Immunoassay),China,CE-IVD,95.65%,93.04%,97.49%,100.00%,98.78%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9w6r
a266900000A9w73,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 Spike Protein Test Kit (Colloidal Gold Chromatographic Immunoassay),China,CE-IVD,86.29%,78.96%,91.81%,100.00%,98.78%,100.00%,Antigen,N-protein; S-protein S1,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9w73
a266900000A9w75,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 Spike Protein Test Kit (Fluorescence Immunoassay),China,CE-IVD,87.90%,80.83%,93.07%,100.00%,98.78%,100.00%,Antigen,N-protein; S-protein S1,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9w75
a266900000A9wDl,"Shenzhen Microprofit Biotech Co., Ltd",Green Spring Flu A & Flu B & COVID-19 Ag Rapid Test,China,CE-IVD,92.90%,89.80%,95.30%,100.00%,98.80%,100.00%,Antigen,Other,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,a266900000A9wDl
a266900000AcuDe,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 Antigen Test Kit (Colloidal Gold Chromatographic Immunoassay) Saliva,China,CE-IVD,91.30%,87.00%,93.77%,100.00%,-,-,Antigen,N-protein,Intended for professional use only,Saliva,15,a266900000AcuDe
a266900000Ae0Oa,"Shenzhen Microprofit Biotech Co., Ltd",SARS-CoV-2 & Influenza A/B Antigen Combo Test Kit(Colloidal Gold ),China,CE-IVD,93.21%,90.10%,95.56%,100.00%,98.78%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,15,a266900000Ae0Oa
a266900000A9wFW,Shenzhen Ultra-diagnostics Biotec,(SARS-CoV-2) Antigen Test Kit (Colloidal Gold Chromatographic Immunoassay),China,CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva,NA,a266900000A9wFW
a266900000A9wFX,"Shenzhen Watmind Medical Co., Ltd.",SARS-CoV-2 Ag Diagnostic Test Kit (Colloidal Gold),China,CE-IVD,-,-,-,-,-,-,Antigen,N-protein,Intended for self-testing (version available),Saliva,15,a266900000A9wFX
a266900000A9wDm,Shenzhen Yhlo Biotech Co. Ltd,GLINE-2019-nCoV Ag,China,CE-IVD; WHO EUL Under Assessment,96.49%,91.26%,99.04%,99.25%,97.82%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9wDm
a266900000A9wDn,Shenzhen Yhlo Biotech Co. Ltd,iFlash-2019-nCoV Antigen,China,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,0,a266900000A9wDn
a266900000A9wDo,Shenzhen Yhlo Biotech Co. Ltd,Unicell-2019-nCoV Ag,China,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9wDo
a266900000A9wKA,"Shenzhen Yilifang Biotech Co., Ltd.",COVID-19 Antigen Test Kit (Colloidal Gold),China,CE-IVD,96.90%,92.50%,98.80%,94.50%,93.80%,98.10%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,a266900000A9wKA
a266900000A9wKO,"Shenzhen Zijian Biotechnology Co., Ltd",SARS-CoV-2(COVID-19)Antigen Rapid Detection Kit,China,CE-IVD,97.25%,92.17%,99.43%,97.60%,93.15%,99.50%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,a266900000A9wKO
a266900000A9wCB,Siemens Healthineers,CLINITEST Rapid COVID-19 Antigen Self-Test,United States,US FDA EUA; CE-IVD; Germany BfArM,92.70%,92.10%,99.43%,100.00%,97.69%,100.00%,Antigen,N-protein; Unknown,Intended for self-testing (version available),Nasal swab,15,a266900000A9wCB
a266900000AvrTZ,"Snibe Co., Ltd (Shenzhen New Industries Biomedical Engineering Co., Ltd )",RapiSafe SARS-CoV-2 Antigen Rapid Test (Colloidal Gold),China,CE-IVD,96.90%,92.40%,98.80%,99.20%,97.00%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,a266900000AvrTZ
a266900000A9wDq,Sona Nanotech,Sona-COVID-19 LFA,Canada,CE-IVD,84.60%,72.60%,96.60%,90.00%,82.10%,97.60%,Antigen,S-protein S1,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9wDq
a266900000Auhkx,Sorrento Therapeutics Inc.,COVISTIX COVID-19 VIRUS Rapid Antigen Detection Test,United States,CE-IVD; WHO EUL Under Assessment,98.00%,-,-,100.00%,-,-,Antigen,N-protein; Other,Intended for self-testing (version available),Nasal swab,15,a266900000Auhkx
a266900000A9wDr,Spring Healthcare Services AG,SARS-Cov-2 Antigen Rapid Test Cassette (swab),Switzerland,Brazil ANVISA; CE-IVD,97.82%,95.90%,99.74%,99.90%,98.07%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9wDr
a266900000A9wAf,"Sugentech, Inc.",SGTi-flex COVID-19 Ag,"Korea, Republic of",Korea MFDS; Brazil ANVISA; Health Canada; CE-IVD,95.07%,90.17%,97.59%,99.38%,96.55%,99.89%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9wAf
a266900000B3DzG,"Sugentech, Inc.",SGTi-flex COVID-19 Ag self,"Korea, Republic of",Korea MFDS,95.07%,90.17%,97.59%,99.38%,96.55%,99.89%,Antigen,N-protein,Intended for self-testing (version available),Nasopharyngeal swab; Nasal swab,15,a266900000B3DzG
a266900000A9w6s,"Sure Bio-Tech (USA) Co., Ltd",2019-nCoV Antigen Rapid Test,United States,CE-IVD,93.18%,88.30%,96.43%,99.32%,98.03%,99.86%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,20,a266900000A9w6s
a266900000A9wDs,"Sure Bio-Tech (USA) Co., Ltd",Diagnostic Kit for SARS-CoV-2 Ag (FIA),United States,CE-IVD,0.00%,-,-,0.00%,-,-,Antigen,Other,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,0,a266900000A9wDs
a266900000A9wEB,SUREDX LLC,V-Chek Coronavirus (SARS COV-2) N protein detection kit,United States,CE-IVD,85.54%,76.41%,91.53%,97.00%,94.71%,98.32%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,NA,a266900000A9wEB
a266900000A9wED,Sure Screen Diagnostics,COVID-19 Coronavirus Rapid Antigen Test Cassette,United Kingdom,Australia TGA; CE-IVD; MHRA UK,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva,15,a266900000A9wED
a266900000B23Fj,Sure Screen Diagnostics,COVID-19 Coronavirus Rapid Antigen Test Cassette,United Kingdom,Australia TGA; CE-IVD; MHRA UK,-,-,-,-,-,-,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva,15,a266900000B23Fj
a266900000A9wJq,SURGE MEDICAL INC.,COVID-19 antigen test kits,China,CE-IVD,99.31%,98.72%,99.90%,99.37%,99.81%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,15,a266900000A9wJq
a266900000A9wBN,"SUZHOU SOOCHOW UNIVERSITY SAIER IMMUNO BIOTECH CO., LTD",instantsure covid-19 Ag CARD,China,CE-IVD,98.83%,97.61%,99.53%,99.77%,98.77%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,a266900000A9wBN
a266900000A9wGP,Swedicine AB,COVID-19 Antigen Rapid Test Cassette,Sweden,CE-IVD,96.00%,89.80%,99.20%,99.00%,96.30%,100.00%,Antigen,N-protein,Intended for professional use only,Nasopharyngeal swab,15,a266900000A9wGP
