submission_id,manufacturer,submission_title,type_of_technology,self_testing_self_collection,assay_target,test_format,target_analyte,validated_sample_types,instrument_requirement,level_of_automation,laboratory_point_of_care,time_to_result,connectivity,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta_plus,sc2_delta,sc2_omicron,regulatory_status,permalink,regex,country,region
a2669000009z9cu,Accuster Technologies Pvt ltd.,Accuster SARS-COV2-RT-PCR test kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",Unknown,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://accuster.com/,india(?!.*ocea),India,Asia
a2669000009z9b4,"Acon Biotech (Hangzhou) Co., ltd.",SARS-CoV-2 RT-PCR Test Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,NA,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),CE-IVD; WHO EUL Under Assessment,https://www.aconbio.com/index.html,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wAo,"Acon Biotech (Hangzhou) Co., ltd.",SARS-CoV-2 Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),CE-IVD,https://www.aconbio.com/index.html,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B3DCr,"Acon Biotech (Hangzhou) Co., ltd.",Flowflex SARS-CoV-2 Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),WHO EUL; Health Canada; CE-IVD; MHRA UK,https://www.aconlabs.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B5QIO,"Acon Biotech (Hangzhou) Co., ltd.",Flowflex SARS-CoV-2 Antigen Rapid Test (Nasal/Saliva),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasal swab; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.aconbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B5QIP,"Acon Biotech (Hangzhou) Co., ltd.",FIAflex SARS-CoV-2 Antigen FIA,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; MHRA UK,https://www.aconbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B5QIQ,"Acon Biotech (Hangzhou) Co., ltd.",SARS-CoV-2 & Influenza A/B Ag Combo FIA,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Influenza A; Influenza B,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.aconbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B5QIy,"Acon Biotech (Hangzhou) Co., ltd.",SARS-CoV-2 & Influenza A/B Ag Combo Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Influenza A; Influenza B,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.aconbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B2ldU,"Acon Biotech (Hangzhou) Co., ltd.",Flowflex SARS-CoV-2 Antigen Rapid Test (Self-Testing),Immunoassay,Intended for self-testing (version available),Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),Australia TGA; Health Canada; Singapore HSA; CE-IVD; MHRA UK; Other,https://www.aconlabs.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wAx,"Acon Laboratories, Inc.",SARS-CoV-2 Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.aconlabs.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wAy,"Acon Laboratories, Inc.",SARS-CoV-2 Antigen Rapid Test(Nasal/Saliva),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab; Saliva,No instrumentation is required,Manual,True Point of Care,16,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.aconlabs.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9aR,"Acon Laboratories, Inc.",SARS-CoV-2 RT-PCR Test Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Sputum,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.aconlabs.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000BEWLM,"Acon Laboratories, Inc.",ACON SARS-CoV-2 IgG/IgM Rapid Test,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000Auhjn,"Acon Laboratories, Inc.",Flowflex COVID-19 Antigen Home Test,Immunoassay,Intended for self-testing (version available),Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,NA,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA; Health Canada; MHRA UK,https://www.aconlabs.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9bB,Acro Biotech Inc.,SARS-COV-2 RT-qPCR Assay,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Sputum,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Brazil ANVISA; CE-IVD,https://www.acrobiotech.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wFC,Acro Biotech Inc.,SARS-CoV-2 Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.acrobiotech.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wCT,Acro Biotech Inc.,SARS-CoV-2 Antigen Rapid Test (Swab),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab; Other,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.acrobiotech.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QIJ,Acro Biotech Inc.,SARS-CoV-2/Influenza A+B/RSV/Adenovirus/M.pneumoniae Antigen Combo Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Influenza A; Influenza B,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.acrobiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QIz,Acro Biotech Inc.,COVID-19 and Influenza A+B Antigen Combo Rapid Test (Nasopharyngeal Swab),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Influenza A; Influenza B,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.acrobiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QJL,Acro Biotech Inc.,COVID-19 Antigen Rapid Test (Oral Fluid),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.acrobiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QJM,Acro Biotech Inc.,SARS-CoV-2/Influenza A+B/RSV Antigen Combo Rapid Test (Nasopharyngeal Swab),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Influenza A; Influenza B,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.acrobiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QJN,Acro Biotech Inc.,SARS-CoV-2/Influenza A+B/RSV/Adenovirus Antigen Combo Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Influenza A; Influenza B,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.acrobiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9w90,Actim Oy,Actim ELISA SARS-CoV-2 IgG,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum,Standard lab instrumentation is required,Manual,Lab-based,100,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.actimtest.com,finland,Finland,Europe
a266900000A9wJQ,Actim Oy,Actim SARS-CoV-2,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.actimtest.com,finland,Finland,Europe
a266900000B5QIL,Actim Oy,Actim SARS-CoV-2 + Actim Influenza A&B,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Influenza A; Influenza B,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.actimtest.com/,finland,Finland,Europe
a2669000009z9cw,Acumen Research Laboratories Pte ltd.,Acu-Corona,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",RdRp gene,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Singapore HSA,NA,singapore,Singapore,Asia
a2669000009z9cx,Acumen Research Laboratories Pte ltd.,Acu-Corona 2.0,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",RdRp gene,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Singapore HSA,http://www.acumen-research.com/,singapore,Singapore,Asia
a2669000009z9a4,Adaltis srl,MOLgen SARSCoV2 Real Time RT PCR (4 genes),Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; S gene; RdRp gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage; Saliva,Standard lab instrumentation is required,Manual,Lab-based,NA,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),CE-IVD,https://www.adaltis.net,italy,Italy,Europe
a266900000B5QIn,Adaltis srl,RAPiDgen SARS-CoV-2 Ag Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.adaltis.net/,italy,Italy,Europe
a266900000B5QIo,ADS Biotec Inc.,SARS-CoV-2 Antigen Rapid Test Kit (Fluorescence Immunochromatography),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Oropharyngeal swab; Serum,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.adsbiotec.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9w66,ADT Biotech,LyteStar 2019-nCoV RT-PCR Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; RdRp gene,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,75,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD; Malaysia MDA,http://www.adt-biotech.com/,malaysia,Malaysia,Asia
a266900000BEWLN,ADVAITE Inc,RapCov Rapid COVID-19 Test,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9ce,Advanced Biological Laboratories,UltraGene Combo2Screen SARS-CoV-2 Assay,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene,Nasal swab; Saliva,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; South Africa SAHPRA,https://www.ablsa.com/company/,^(?!.*belg).*luxem,Luxembourg,Europe
a266900000B4EkE,Advanced Molecular Diagnostics Ltd,Zena Max SARs-CoV-2 Real Time PCR Detection Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Manual,near Point of Care,65,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,NA,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
