date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng,name,region_availability,is_this_a_variant_detection_test,format_of_material_provided,qual_or_quant,storage_temp,performance_detail_submission_id,sensitivity,specificity,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,laboratory_point_of_care,time_to_result,performance_submission_title,type_data_source,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,target_patient_group,sample_type,total_number_samples,number_positive_samples,number_negative_samples,serovar_subtype,instrument_name,disease_target_phase,drug_resistance_target,other_drug_resistance_target,other_regulatory_status,who_technology_class,who_pipe
25.05.2023,OPERON,a2r69000007laPS,Simple/Stick Legio pneumo,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Lower Respiratory Tract Infections,NA,https://operon.es,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Pneumonia,Antigen,Bacteria (Gram-),Legionella pneumophila,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is optional,Manual,True Point of Care,Intended for professional use only,Urine,NA,20,Zaragoza,Yes,Spain,"Zaragoza, Spain",41.65683746,-0.87942451,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,ELITechGroup,a2r69000007laOq,Rapid Polymyxin NP,France,European Region,Regulatory Achieved,CE-IVDD,Chemical/Biochemical,Phenotypic AST,Bloodstream Infections,NA,https://elitechgroup.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,Growth/metabolism,Bacteria (Gram-),Enterobacterales,Unknown,Enzymatic assays,Colorimetric,NA,NA,Colistin/Polymyxin resistance,Not applicable,NA,Colistin; Other,Polymyxin B; Polymyxin E,S/R,Other,Tray,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Blood Culture; Colony/plate,NA,180,Puteaux,Yes,France,"Puteaux, France",48.88328552,2.23760176,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Acro Biotech Inc.,a2r69000007laPR,Legionella pneumophila Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Lower Respiratory Tract Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Legionella pneumophila,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Urine,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Coris BioConcept,a2r69000007laOt,BL-RED 25,Belgium,European Region,Regulatory Achieved,CE-IVDD,Chemical/Biochemical,Resistance,Bloodstream Infections; CNS Infections; Gastro-intestinal Infections; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections,NA,https://corisbio.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,Growth/metabolism,Bacteria (Gram-),Enterobacterales,Unknown,Enzymatic assays,Electrochemical,NA,NA,ESBL,AmpC,NA,Not applicable,NA,Not applicable,Other,Electrochemical kit,A proprietary/new instrument is required,Manual,Lab-based,Intended for professional use only,Blood Culture; Colony/plate,NA,15,Gembloux,Yes,Belgium,"Gembloux, Belgium",50.56044006,4.69319773,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,LumiQuick Diagnostics Inc.,a2r69000007laPU,Legionella Pneumonia Urinary Antigen Test Card,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Lower Respiratory Tract Infections,NA,https://lumiquick.co,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Legionella pneumophila,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Urine,NA,NA,Santa Clara,Yes,United States,"Santa Clara, United States",37.3523941,-121.95307922,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,ELITechGroup,a2r69000007laOs,Rapid Polymyxin Acinetobacter,France,European Region,Regulatory Achieved,CE-IVDD,Chemical/Biochemical,Phenotypic AST,Bloodstream Infections; CNS Infections; Gastro-intestinal Infections; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections,NA,https://elitechgroup.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,Growth/metabolism,Bacteria (Gram-),Acinetobacter baumannii,Unknown,Enzymatic assays,Colorimetric,NA,NA,Colistin/Polymyxin resistance,Not applicable,NA,Colistin; Other,Polymyxin B,S/R,Other,Tray,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Blood Culture; Colony/plate,NA,240,Puteaux,Yes,France,"Puteaux, France",48.88328552,2.23760176,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Biozek Medical,a2r69000007laPT,Biozek Legionella Pneumophila antigen Test,Netherlands,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Lower Respiratory Tract Infections,NA,https://biozek.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Legionella pneumophila,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Urine,NA,NA,Apeldoorn,Yes,Netherlands,"Apeldoorn, Netherlands",52.21632385,5.96462202,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,VIDIA spol. s r.o.,a2r69000007laNu,Rapid-VIDITEST Yersinia enterocolitica O:9 Card,Czech Republic,European Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Gastro-intestinal Infections,NA,https://vidia.cz,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Yersinia enterocolitica,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Faeces,NA,15,NA,Yes,Czech Republic,Czech Republic,49.73923874,15.3317976,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOV,CerTest GDH+Lactoferrin one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,VIDIA spol. s r.o.,a2r69000007laNt,Rapid-VIDITEST Yersinia enterocolitica O:3 Card,Czech Republic,European Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Gastro-intestinal Infections,NA,https://vidia.cz,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Yersinia enterocolitica,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Faeces,NA,15,NA,Yes,Czech Republic,Czech Republic,49.73923874,15.3317976,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOU,CerTest E. coli O157:H7 one step card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Colony/plate; Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Abingdon Health,a2r69000007laNv,Abingdon Simply Test – Ulcer (H. Pylori),United Kingdom,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://abingdonhealth.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Helicobacter pylori,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Faeces,NA,NA,Sand Hutton,Yes,United Kingdom,"Sand Hutton, United Kingdom",54.01605988,-0.9391948,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Acro Biotech Inc.,a2r69000007laP6,Trichomonas Vaginalis Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Parasite,Trichomonas vaginalis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOX,CerTest EHEC VT1+VT2 one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Colony/plate; Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Acro Biotech Inc.,a2r69000007laP8,Chlamydia Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Urine; Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOW,CerTest Clostridium difficile Toxin A+B one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Acro Biotech Inc.,a2r69000007laP7,Gonorrhea Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Neisseria gonorrhoeae,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Urine; Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOZ,CerTest Clostridium difficile GDH+Toxin A+B one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,LumiQuick Diagnostics Inc.,a2r69000007laPA,Lumiquick Chlamydia Test Card,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://lumiquick.co,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Unknown,NA,NA,Santa Clara,Yes,United States,"Santa Clara, United States",37.3523941,-121.95307922,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOY,CerTest H. pylori + Transferrin combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),"Monitoring (treatment, immune status, patient); Diagnostic/confirmatory test",Identification,Unspecified,Antigen,Bacteria (Gram-),Helicobacter pylori,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Acro Biotech Inc.,a2r69000007laP9,Gonorrhea and Chlamydia Combo Rapid Test Cassette,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://acrobiotech.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis; Neisseria gonorrhoeae,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Vaginal swab,NA,NA,Rancho Cucamonga,Yes,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOb,CerTest Clostridium difficile GDH+Toxin A+B+Lactoferrin one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Human Gesellschaft für Biochemica und Diagnostica mbH,a2r69000007laPC,Hexagon Chlamydia,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Sexually Transmitted Infections,NA,https://human.de,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Urethral swab,NA,30,Wiesbaden,Yes,Germany,"Wiesbaden, Germany",50.08405685,8.23980045,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,CERTEST BIOTEC SL,a2r69000007laOa,CerTest E. coli O157+VT1+VT2 one step combo card test,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://certest.es/,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Colony/plate; Faeces,NA,10,San Mateo de Gallego,Yes,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.05.2023,Cypress Diagnostics,a2r69000007laPB,Cypress Diagnostics Chlamydia Test,Belgium,European Region,Regulatory Status Unknown,Unknown,Immunoassay,ID,Sexually Transmitted Infections,NA,https://diagnostics.be,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Unknown,Manual,True Point of Care,Intended for professional use only,Endocervical swab; Urethral swab,NA,NA,NA,Yes,Belgium,Belgium,50.64095688,4.66128588,amr_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
